BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
3.4563 -0.229659 -0.143128 -2.11029 -0.031738
1.74548 -1.26893 -2.13252 -2.9307 -0.85215
3.61683 0.809615 -0.358369 -2.09375 -0.0151975
2.84169 0.809615 -1.09325 -1.68288 0.39567
2.84169 0.809615 -1.09325 -2.04412 0.0344242
-0.446943 -5.42603 -3.84363 -4.82426 -2.74571
0.582773 -1.26893 -2.8674 -4.03032 -1.95177
2.29359 -0.229659 -1.24545 -3.87219 -1.79364
2.45412 0.809615 -1.09325 -2.41066 -0.332115
3.06873 -0.229659 -0.878006 -2.89828 -0.819731
3.13522 -2.30821 -0.447525 -1.84233 0.236219
1.03684 -3.34748 -2.43692 -3.87219 -1.79364
2.68116 -0.229659 -1.24545 -2.12087 -0.042324
1.19738 -2.30821 -2.28472 -3.97606 -1.89751
2.45412 0.809615 -1.46069 -2.23004 -0.151492
3.77737 1.84889 -0.206171 -1.05368 1.02487
2.06655 0.809615 -1.82812 -2.65679 -0.578238
0.970343 -1.26893 -2.49996 -3.8444 -1.76585
2.90819 -1.26893 -0.662765 -2.85461 -0.776063
1.58495 -2.30821 -1.91728 -3.36869 -1.29014
2.68116 -0.229659 -1.24545 -2.54233 -0.463778
1.51845 -0.229659 -2.34776 -2.91945 -0.840902
3.4563 -0.229659 -0.143128 -1.68883 0.389716
3.77737 1.84889 0.161268 -2.19762 -0.119072
5.10061 2.88816 0.680905 -1.26209 0.816462
3.4563 -0.229659 -0.143128 -2.53174 -0.453192
1.81198 -3.34748 -1.70204 -2.65745 -0.5789
3.84387 -0.229659 0.224311 -1.74375 0.334801
2.90819 -1.26893 -0.662765 -3.27607 -1.19752
4.55251 1.84889 0.528707 -0.802259 1.27629
0.2617 -3.34748 -3.1718 -5.20734 -3.12879
4.61901 -0.229659 0.959189 -1.2515 0.827048
0.2617 -3.34748 -3.1718 -4.60527 -2.52672
0.809806 -2.30821 -2.65216 -4.46302 -2.38447
1.74548 -1.26893 -1.76508 -3.17153 -1.09298
3.06873 -0.229659 -0.510567 -2.53703 -0.458485
2.84169 0.809615 -1.09325 -1.8635 0.215047
2.68116 -0.229659 -1.24545 -2.24129 -0.162739
2.74765 -2.30821 -0.814964 -2.69053 -0.611981
2.90819 -1.26893 -0.662765 -2.7944 -0.715856
3.4563 -0.229659 -0.143128 -2.35112 -0.272569
1.58495 -2.30821 -2.28472 -3.00745 -0.928898
3.06873 -0.229659 -0.878006 -2.77786 -0.699315
