Radius	Area	AreaStd	ImageJ	ImageJStd	Crofton2	Crofton2Std	Crofton4	Crofton4Std
 16.800	886.660	  2.910	109.514	  0.707	105.510	  1.099	105.492	  0.670
 16.850	892.033	  3.400	109.884	  0.686	105.856	  1.038	105.843	  0.650
 16.900	897.305	  3.640	110.233	  0.582	106.194	  0.893	106.173	  0.552
 16.950	902.480	  3.387	110.542	  0.406	106.492	  0.661	106.466	  0.385
 17.000	907.831	  2.571	110.881	  0.213	106.808	  0.099	106.787	  0.202
 17.050	913.248	  1.912	111.238	  0.515	107.158	  0.698	107.126	  0.489
 17.100	918.635	  1.759	111.544	  0.624	107.409	  0.883	107.416	  0.591
 17.150	924.110	  2.402	111.928	  0.716	107.799	  1.038	107.780	  0.679
 17.200	929.554	  2.862	112.232	  0.733	108.091	  1.116	108.068	  0.695
 17.250	934.837	  2.865	112.535	  0.688	108.347	  1.126	108.356	  0.653
 17.300	940.158	  3.121	112.861	  0.622	108.657	  1.110	108.665	  0.590
 17.350	945.604	  3.244	113.217	  0.565	109.009	  1.001	109.003	  0.535
 17.400	951.264	  3.210	113.563	  0.573	109.321	  0.893	109.330	  0.543
 17.450	956.741	  3.117	113.866	  0.552	109.629	  0.694	109.617	  0.523
 17.500	962.046	  2.624	114.201	  0.417	109.946	  0.121	109.936	  0.395
 17.550	967.628	  2.399	114.539	  0.535	110.251	  0.638	110.256	  0.507
 17.600	973.165	  2.387	114.861	  0.592	110.554	  0.852	110.561	  0.562
 17.650	978.677	  2.526	115.197	  0.574	110.879	  0.989	110.880	  0.544
 17.700	984.066	  2.234	115.495	  0.626	111.132	  1.073	111.162	  0.593
 17.750	989.856	  2.578	115.874	  0.700	111.534	  1.106	111.521	  0.664
 17.800	995.441	  2.940	116.167	  0.700	111.841	  1.040	111.800	  0.664
 17.850	1001.044	  3.464	116.532	  0.698	112.150	  1.008	112.145	  0.661
 17.900	1006.605	  3.433	116.838	  0.629	112.469	  0.867	112.435	  0.596
 17.950	1012.239	  3.428	117.182	  0.498	112.764	  0.672	112.761	  0.472
 18.000	1017.982	  3.139	117.509	  0.268	113.077	  0.178	113.072	  0.255
 18.050	1023.563	  2.312	117.858	  0.394	113.424	  0.675	113.402	  0.374
 18.100	1029.129	  1.940	118.190	  0.566	113.746	  0.903	113.718	  0.536
 18.150	1034.887	  1.978	118.489	  0.657	113.986	  1.025	114.000	  0.623
 18.200	1040.624	  2.311	118.864	  0.716	114.400	  1.086	114.356	  0.679
 18.250	1046.349	  3.180	119.135	  0.745	114.582	  1.116	114.613	  0.706
 18.300	1052.006	  3.573	119.489	  0.696	114.938	  1.094	114.949	  0.660
 18.350	1057.920	  3.448	119.825	  0.639	115.290	  1.037	115.268	  0.605
 18.400	1063.493	  3.307	120.142	  0.509	115.565	  0.907	115.568	  0.482
 18.450	1069.308	  3.380	120.499	  0.484	115.895	  0.708	115.906	  0.459
 18.500	1075.205	  2.743	120.827	  0.385	116.230	  0.121	116.217	  0.365
 18.550	1080.970	  2.406	121.173	  0.531	116.564	  0.656	116.545	  0.504
 18.600	1086.912	  2.164	121.504	  0.595	116.883	  0.869	116.859	  0.564
 18.650	1092.588	  2.630	121.781	  0.639	117.115	  1.002	117.122	  0.606
 18.700	1098.536	  2.820	122.138	  0.630	117.453	  1.088	117.460	  0.597
 18.750	1104.501	  2.953	122.498	  0.585	117.824	  1.090	117.801	  0.555
 18.800	1110.279	  2.924	122.810	  0.666	118.102	  1.097	118.097	  0.631
 18.850	1116.185	  3.202	123.096	  0.679	118.389	  1.043	118.369	  0.644
 18.900	1122.168	  3.563	123.480	  0.631	118.719	  0.911	118.733	  0.598
 18.950	1128.352	  3.512	123.845	  0.525	119.070	  0.661	119.079	  0.498
 19.000	1134.321	  3.014	124.159	  0.368	119.373	  0.111	119.376	  0.349
 19.050	1140.205	  2.367	124.481	  0.429	119.681	  0.657	119.681	  0.407
 19.100	1146.089	  2.193	124.802	  0.464	119.985	  0.885	119.985	  0.440
 19.150	1152.132	  2.002	125.157	  0.594	120.353	  1.013	120.322	  0.563
 19.200	1158.078	  2.595	125.444	  0.682	120.606	  1.084	120.594	  0.647
 19.250	1164.124	  2.943	125.792	  0.705	120.915	  1.105	120.924	  0.668
 19.300	1170.240	  3.252	126.147	  0.703	121.276	  1.087	121.261	  0.667
 19.350	1176.325	  3.647	126.483	  0.647	121.635	  0.999	121.580	  0.614
 19.400	1182.422	  3.949	126.773	  0.546	121.850	  0.912	121.855	  0.517
 19.450	1188.474	  3.331	127.126	  0.368	122.195	  0.694	122.189	  0.349
 19.500	1194.506	  2.635	127.468	  0.322	122.502	  0.178	122.513	  0.305
 19.550	1200.768	  2.107	127.786	  0.508	122.838	  0.672	122.815	  0.482
 19.600	1206.827	  2.272	128.123	  0.622	123.161	  0.888	123.134	  0.590
 19.650	1213.023	  2.501	128.422	  0.665	123.406	  0.992	123.418	  0.630
 19.700	1219.243	  2.776	128.800	  0.658	123.791	  1.088	123.776	  0.624
 19.750	1225.390	  3.182	129.104	  0.637	124.047	  1.098	124.065	  0.604
 19.800	1231.567	  3.489	129.401	  0.562	124.318	  1.087	124.346	  0.533
 19.850	1237.949	  3.438	129.775	  0.591	124.721	  1.014	124.701	  0.560
 19.900	1244.096	  3.349	130.099	  0.573	125.056	  0.851	125.008	  0.544
 19.950	1250.263	  3.192	130.434	  0.525	125.351	  0.651	125.325	  0.498
 20.000	1256.543	  3.107	130.774	  0.421	125.656	  0.111	125.648	  0.399
 20.050	1262.892	  2.830	131.099	  0.538	125.987	  0.688	125.955	  0.511
 20.100	1269.393	  2.615	131.468	  0.553	126.303	  0.891	126.306	  0.525
 20.150	1275.745	  2.209	131.785	  0.576	126.625	  1.065	126.606	  0.546
 20.200	1281.961	  2.399	132.118	  0.641	126.936	  1.089	126.922	  0.608
 20.250	1288.205	  2.723	132.436	  0.661	127.219	  1.082	127.224	  0.626
 20.300	1294.718	  3.460	132.760	  0.709	127.528	  1.107	127.531	  0.673
 20.350	1300.863	  3.724	133.082	  0.691	127.852	  1.048	127.836	  0.655
 20.400	1307.440	  3.731	133.446	  0.603	128.197	  0.891	128.181	  0.572
 20.450	1313.815	  3.585	133.745	  0.467	128.494	  0.672	128.465	  0.443
 20.500	1320.231	  3.250	134.080	  0.167	128.796	  0.121	128.781	  0.158
 20.550	1326.766	  2.356	134.404	  0.415	129.096	  0.630	129.089	  0.393
 20.600	1333.182	  1.843	134.738	  0.589	129.430	  0.880	129.406	  0.558
 20.650	1339.718	  2.363	135.102	  0.694	129.740	  1.041	129.751	  0.658
 20.700	1346.142	  2.917	135.411	  0.722	130.038	  1.092	130.044	  0.685
 20.750	1352.631	  3.333	135.739	  0.698	130.327	  1.131	130.355	  0.662
 20.800	1359.337	  3.596	136.106	  0.652	130.730	  1.069	130.703	  0.618
 20.850	1365.699	  3.595	136.411	  0.558	131.009	  1.026	130.992	  0.529
 20.900	1372.415	  3.500	136.735	  0.528	131.315	  0.909	131.299	  0.500
 20.950	1379.042	  3.298	137.095	  0.479	131.655	  0.631	131.640	  0.454
 21.000	1385.353	  3.260	137.395	  0.411	131.939	  0.111	131.925	  0.390
 21.050	1391.990	  2.600	137.719	  0.539	132.261	  0.678	132.232	  0.511
 21.100	1398.755	  2.394	138.075	  0.599	132.567	  0.876	132.569	  0.568
 21.150	1405.422	  2.749	138.415	  0.636	132.913	  1.060	132.892	  0.603
 21.200	1412.059	  2.853	138.740	  0.605	133.207	  1.085	133.200	  0.574
 21.250	1418.770	  2.772	139.074	  0.639	133.551	  1.096	133.516	  0.606
 21.300	1425.319	  3.142	139.377	  0.682	133.805	  1.097	133.804	  0.647
 21.350	1431.954	  3.445	139.710	  0.676	134.121	  1.022	134.119	  0.641
 21.400	1438.708	  3.851	140.062	  0.638	134.446	  0.886	134.453	  0.605
 21.450	1445.532	  3.948	140.381	  0.508	134.766	  0.676	134.756	  0.482
 21.500	1452.245	  3.240	140.718	  0.337	135.079	  0.140	135.075	  0.319
 21.550	1459.054	  2.529	141.065	  0.396	135.414	  0.671	135.404	  0.376
 21.600	1465.806	  2.324	141.376	  0.515	135.718	  0.875	135.699	  0.488
 21.650	1472.492	  2.239	141.714	  0.626	136.051	  1.005	136.019	  0.593
 21.700	1479.205	  2.465	142.025	  0.702	136.318	  1.089	136.314	  0.666
 21.750	1486.205	  3.043	142.398	  0.712	136.678	  1.091	136.668	  0.675
 21.800	1493.014	  3.629	142.693	  0.705	136.942	  1.091	136.948	  0.668
 21.850	1499.826	  3.931	143.015	  0.635	137.284	  1.016	137.253	  0.602
 21.900	1506.650	  3.823	143.357	  0.506	137.570	  0.874	137.577	  0.480
 21.950	1513.860	  3.338	143.702	  0.410	137.930	  0.664	137.904	  0.388
 22.000	1520.594	  2.740	144.031	  0.335	138.222	  0.111	138.216	  0.318
 22.050	1527.492	  2.425	144.341	  0.512	138.540	  0.648	138.510	  0.485
 22.100	1534.326	  2.548	144.681	  0.592	138.824	  0.865	138.832	  0.561
 22.150	1541.325	  2.546	145.005	  0.660	139.151	  1.000	139.140	  0.625
 22.200	1548.085	  2.772	145.314	  0.640	139.416	  1.051	139.432	  0.607
 22.250	1555.398	  3.362	145.717	  0.629	139.835	  1.120	139.814	  0.597
 22.300	1562.358	  3.617	146.024	  0.623	140.135	  1.122	140.106	  0.591
 22.350	1569.495	  3.631	146.359	  0.641	140.459	  1.047	140.423	  0.608
 22.400	1576.441	  3.508	146.711	  0.596	140.756	  0.881	140.757	  0.565
 22.450	1583.496	  3.539	147.024	  0.524	141.095	  0.631	141.053	  0.496
 22.500	1590.573	  3.304	147.354	  0.405	141.361	  0.149	141.366	  0.384
 22.550	1597.549	  3.160	147.656	  0.489	141.667	  0.653	141.653	  0.464
 22.600	1604.635	  2.476	148.003	  0.507	141.986	  0.897	141.982	  0.481
 22.650	1611.761	  2.100	148.336	  0.542	142.333	  0.993	142.298	  0.514
 22.700	1618.704	  2.543	148.657	  0.612	142.614	  1.058	142.601	  0.581
 22.750	1626.033	  3.294	149.010	  0.707	142.950	  1.110	142.937	  0.671
 22.800	1633.208	  3.435	149.337	  0.688	143.302	  1.038	143.246	  0.652
 22.850	1640.147	  3.844	149.636	  0.675	143.530	  1.006	143.530	  0.640
 22.900	1647.472	  4.076	149.984	  0.594	143.876	  0.893	143.860	  0.563
 22.950	1654.631	  3.878	150.329	  0.445	144.199	  0.674	144.186	  0.422
 23.000	1661.777	  3.282	150.656	  0.195	144.498	  0.156	144.497	  0.185
 23.050	1669.252	  2.114	150.964	  0.434	144.769	  0.614	144.789	  0.412
 23.100	1676.355	  1.973	151.326	  0.606	145.146	  0.876	145.132	  0.574
 23.150	1683.752	  2.581	151.660	  0.690	145.443	  1.001	145.449	  0.654
 23.200	1691.083	  3.158	152.010	  0.681	145.776	  1.079	145.780	  0.646
 23.250	1698.154	  3.511	152.324	  0.671	146.064	  1.108	146.078	  0.636
 23.300	1705.468	  3.658	152.635	  0.636	146.368	  1.087	146.373	  0.603
 23.350	1712.853	  3.658	152.968	  0.554	146.692	  1.022	146.689	  0.525
 23.400	1720.255	  3.876	153.298	  0.573	146.990	  0.903	147.002	  0.544
 23.450	1727.570	  3.661	153.643	  0.515	147.342	  0.691	147.329	  0.488
 23.500	1735.028	  3.130	153.951	  0.407	147.647	  0.131	147.621	  0.386
 23.550	1742.388	  2.734	154.300	  0.533	147.944	  0.648	147.951	  0.505
 23.600	1749.705	  2.787	154.608	  0.594	148.258	  0.876	148.244	  0.563
 23.650	1757.047	  2.868	154.983	  0.584	148.604	  0.978	148.599	  0.553
 23.700	1764.456	  2.747	155.279	  0.581	148.871	  1.076	148.880	  0.551
 23.750	1771.923	  2.911	155.580	  0.663	149.117	  1.091	149.165	  0.628
 23.800	1779.293	  3.330	155.932	  0.661	149.463	  1.033	149.498	  0.627
 23.850	1786.972	  4.035	156.291	  0.659	149.848	  1.010	149.839	  0.625
 23.900	1794.577	  4.033	156.646	  0.596	150.218	  0.850	150.176	  0.566
 23.950	1801.958	  3.808	156.947	  0.495	150.459	  0.676	150.461	  0.469
 24.000	1809.557	  3.521	157.282	  0.284	150.785	  0.131	150.778	  0.269
 24.050	1817.154	  2.460	157.600	  0.347	151.078	  0.627	151.081	  0.329
 24.100	1824.591	  2.435	157.947	  0.584	151.418	  0.913	151.409	  0.554
 24.150	1832.260	  2.271	158.303	  0.680	151.744	  1.039	151.747	  0.645
 24.200	1839.586	  2.453	158.547	  0.675	151.956	  1.067	151.978	  0.640
 24.250	1847.313	  3.258	158.931	  0.701	152.331	  1.112	152.342	  0.665
 24.300	1855.116	  4.025	159.257	  0.696	152.655	  1.104	152.651	  0.660
 24.350	1862.842	  4.346	159.597	  0.611	152.970	  1.038	152.974	  0.579
 24.400	1870.643	  3.694	159.969	  0.464	153.360	  0.879	153.326	  0.440
 24.450	1877.960	  3.542	160.253	  0.469	153.592	  0.699	153.595	  0.445
 24.500	1885.981	  3.228	160.601	  0.382	153.935	  0.070	153.925	  0.362
 24.550	1893.549	  2.720	160.913	  0.531	154.247	  0.674	154.221	  0.503
 24.600	1901.079	  2.670	161.254	  0.641	154.571	  0.867	154.544	  0.608
 24.650	1909.050	  2.961	161.598	  0.664	154.846	  0.974	154.871	  0.630
 24.700	1916.673	  3.124	161.919	  0.657	155.168	  1.068	155.174	  0.623
 24.750	1924.625	  3.437	162.265	  0.601	155.521	  1.107	155.503	  0.570
 24.800	1932.214	  3.662	162.578	  0.656	155.788	  1.089	155.800	  0.622
 24.850	1940.063	  3.573	162.923	  0.645	156.169	  1.028	156.126	  0.611
 24.900	1947.656	  3.905	163.221	  0.620	156.421	  0.918	156.409	  0.588
 24.950	1955.730	  4.045	163.579	  0.539	156.751	  0.677	156.749	  0.511
 25.000	1963.495	  3.646	163.893	  0.399	157.072	  0.111	157.047	  0.378
 25.050	1971.194	  2.899	164.242	  0.481	157.417	  0.683	157.377	  0.456
 25.100	1979.225	  2.410	164.580	  0.478	157.711	  0.884	157.698	  0.453
 25.150	1987.196	  2.281	164.926	  0.598	158.033	  1.014	158.025	  0.567
 25.200	1995.024	  2.837	165.237	  0.693	158.321	  1.100	158.321	  0.657
 25.250	2003.011	  3.280	165.566	  0.711	158.646	  1.119	158.632	  0.674
 25.300	2010.858	  3.664	165.901	  0.718	158.928	  1.088	158.950	  0.681
 25.350	2018.753	  4.076	166.227	  0.662	159.276	  1.028	159.259	  0.628
 25.400	2026.841	  4.231	166.570	  0.582	159.602	  0.890	159.584	  0.552
 25.450	2034.899	  4.127	166.906	  0.398	159.905	  0.679	159.903	  0.377
 25.500	2042.802	  3.029	167.205	  0.260	160.202	  0.171	160.186	  0.247
 25.550	2050.950	  2.227	167.552	  0.483	160.553	  0.664	160.515	  0.458
 25.600	2058.934	  2.537	167.887	  0.582	160.826	  0.862	160.833	  0.552
 25.650	2066.830	  2.915	168.198	  0.639	161.110	  0.991	161.128	  0.606
 25.700	2074.948	  3.309	168.530	  0.649	161.431	  1.041	161.443	  0.615
 25.750	2083.032	  3.367	168.873	  0.649	161.773	  1.093	161.768	  0.615
 25.800	2091.096	  3.635	169.224	  0.576	162.114	  1.058	162.100	  0.546
 25.850	2099.261	  3.989	169.540	  0.610	162.406	  1.043	162.400	  0.579
 25.900	2107.496	  4.134	169.867	  0.581	162.713	  0.887	162.710	  0.551
 25.950	2115.640	  3.611	170.242	  0.520	163.072	  0.642	163.065	  0.493
 26.000	2123.573	  3.310	170.527	  0.420	163.339	  0.191	163.336	  0.398
 26.050	2131.803	  3.246	170.882	  0.513	163.699	  0.700	163.672	  0.486
 26.100	2140.110	  2.919	171.192	  0.546	163.949	  0.889	163.967	  0.518
 26.150	2148.121	  3.001	171.501	  0.533	164.236	  0.985	164.259	  0.505
 26.200	2156.428	  2.704	171.886	  0.607	164.630	  1.091	164.624	  0.576
 26.250	2164.604	  3.044	172.162	  0.656	164.850	  1.100	164.886	  0.622
 26.300	2173.190	  3.712	172.537	  0.677	165.282	  1.099	165.241	  0.642
 26.350	2181.401	  4.283	172.875	  0.667	165.573	  1.030	165.562	  0.632
 26.400	2189.332	  4.291	173.139	  0.633	165.810	  0.936	165.812	  0.600
 26.450	2197.858	  4.048	173.521	  0.483	166.162	  0.689	166.175	  0.458
 26.500	2206.156	  3.690	173.859	  0.197	166.495	  0.121	166.494	  0.186
 26.550	2214.573	  2.815	174.174	  0.400	166.786	  0.611	166.793	  0.379
 26.600	2223.075	  2.227	174.531	  0.595	167.130	  0.894	167.132	  0.564
 26.650	2231.269	  2.436	174.868	  0.664	167.496	  1.055	167.452	  0.630
 26.700	2239.500	  3.158	175.176	  0.707	167.734	  1.086	167.743	  0.671
 26.750	2248.012	  3.745	175.514	  0.700	168.047	  1.082	168.063	  0.664
 26.800	2256.513	  4.135	175.830	  0.645	168.350	  1.057	168.364	  0.611
 26.850	2264.963	  4.162	176.203	  0.559	168.754	  1.010	168.717	  0.530
 26.900	2273.276	  3.966	176.499	  0.524	168.994	  0.901	168.998	  0.497
 26.950	2281.817	  3.791	176.840	  0.492	169.329	  0.673	169.321	  0.466
 27.000	2290.161	  3.598	177.164	  0.407	169.638	  0.111	169.628	  0.386
 27.050	2298.640	  2.965	177.505	  0.554	169.952	  0.657	169.952	  0.525
 27.100	2307.117	  2.618	177.818	  0.608	170.251	  0.870	170.248	  0.576
 27.150	2315.807	  3.168	178.153	  0.627	170.521	  1.010	170.566	  0.594
 27.200	2324.218	  3.310	178.489	  0.623	170.893	  1.077	170.884	  0.591
 27.250	2332.896	  3.498	178.835	  0.612	171.229	  1.096	171.212	  0.580
 27.300	2341.591	  3.556	179.193	  0.637	171.575	  1.059	171.552	  0.604
 27.350	2350.015	  3.702	179.520	  0.662	171.869	  1.022	171.861	  0.627
 27.400	2358.317	  4.440	179.796	  0.660	172.125	  0.924	172.123	  0.626
 27.450	2367.449	  3.985	180.153	  0.502	172.451	  0.671	172.462	  0.476
 27.500	2375.647	  4.288	180.454	  0.383	172.772	  0.156	172.747	  0.363
 27.550	2384.583	  2.896	180.801	  0.410	173.067	  0.625	173.076	  0.389
 27.600	2393.149	  2.509	181.112	  0.499	173.364	  0.864	173.371	  0.473
 27.650	2401.803	  2.527	181.486	  0.651	173.758	  1.021	173.725	  0.617
 27.700	2410.556	  2.992	181.799	  0.700	173.999	  1.096	174.023	  0.664
 27.750	2419.241	  3.547	182.148	  0.738	174.385	  1.103	174.353	  0.700
 27.800	2427.718	  3.795	182.447	  0.680	174.610	  1.069	174.636	  0.645
 27.850	2436.826	  4.539	182.805	  0.636	174.988	  1.016	174.976	  0.603
 27.900	2445.434	  4.559	183.108	  0.551	175.255	  0.920	175.264	  0.522
 27.950	2454.317	  4.119	183.452	  0.391	175.590	  0.680	175.590	  0.371
 28.000	2462.842	  3.078	183.793	  0.316	175.915	  0.148	175.913	  0.300
 28.050	2471.765	  2.519	184.120	  0.535	176.245	  0.664	176.223	  0.507
 28.100	2480.794	  2.989	184.494	  0.636	176.589	  0.877	176.577	  0.603
 28.150	2489.569	  3.101	184.805	  0.667	176.850	  0.990	176.873	  0.632
 28.200	2498.461	  3.414	185.153	  0.675	177.192	  1.077	177.202	  0.640
 28.250	2507.165	  3.814	185.458	  0.649	177.489	  1.115	177.492	  0.615
 28.300	2516.200	  3.929	185.785	  0.609	177.809	  1.089	177.801	  0.578
 28.350	2524.904	  4.027	186.099	  0.632	178.109	  1.003	178.099	  0.599
 28.400	2533.814	  4.131	186.424	  0.616	178.420	  0.881	178.407	  0.584
 28.450	2542.869	  3.927	186.797	  0.521	178.771	  0.660	178.761	  0.494
 28.500	2551.854	  3.586	187.130	  0.382	179.066	  0.086	179.077	  0.362
 28.550	2560.779	  3.423	187.458	  0.489	179.387	  0.660	179.387	  0.463
 28.600	2569.739	  3.104	187.769	  0.532	179.685	  0.870	179.683	  0.504
 28.650	2578.680	  2.394	188.104	  0.552	179.996	  0.999	180.000	  0.523
 28.700	2587.641	  2.752	188.414	  0.659	180.277	  1.091	180.294	  0.625
 28.750	2596.625	  3.430	188.730	  0.735	180.546	  1.110	180.593	  0.697
 28.800	2605.562	  4.107	189.043	  0.734	180.890	  1.117	180.890	  0.696
 28.850	2614.759	  4.378	189.429	  0.672	181.246	  1.005	181.256	  0.637
 28.900	2623.844	  4.518	189.758	  0.577	181.578	  0.873	181.568	  0.547
 28.950	2632.963	  4.277	190.082	  0.451	181.879	  0.676	181.875	  0.428
 29.000	2642.013	  3.572	190.423	  0.113	182.206	  0.099	182.199	  0.107
 29.050	2651.100	  2.845	190.745	  0.448	182.492	  0.637	182.503	  0.424
 29.100	2660.498	  2.390	191.081	  0.573	182.820	  0.863	182.822	  0.544
 29.150	2669.517	  2.463	191.432	  0.685	183.178	  1.031	183.155	  0.649
 29.200	2678.889	  3.784	191.790	  0.731	183.496	  1.117	183.495	  0.693
 29.250	2687.827	  3.793	192.079	  0.680	183.766	  1.119	183.768	  0.645
 29.300	2697.187	  4.140	192.437	  0.622	184.126	  1.066	184.108	  0.590
 29.350	2706.420	  4.094	192.770	  0.533	184.454	  1.007	184.423	  0.505
 29.400	2715.426	  4.240	193.077	  0.557	184.719	  0.887	184.715	  0.528
 29.450	2724.638	  4.090	193.398	  0.529	185.024	  0.696	185.019	  0.502
 29.500	2733.832	  3.687	193.748	  0.419	185.345	  0.121	185.351	  0.397
 29.550	2743.297	  2.886	194.068	  0.529	185.645	  0.630	185.654	  0.502
 29.600	2752.537	  2.877	194.425	  0.586	185.989	  0.882	185.992	  0.555
 29.650	2761.792	  3.254	194.732	  0.604	186.298	  1.028	186.284	  0.572
 29.700	2771.389	  3.453	195.101	  0.553	186.667	  1.065	186.633	  0.525
 29.750	2780.538	  3.294	195.388	  0.627	186.909	  1.086	186.906	  0.595
 29.800	2790.080	  3.816	195.750	  0.685	187.248	  1.075	187.248	  0.649
 29.850	2799.487	  4.225	196.094	  0.671	187.610	  1.004	187.575	  0.636
 29.900	2808.564	  4.605	196.400	  0.608	187.848	  0.900	187.865	  0.577
 29.950	2818.002	  4.496	196.691	  0.530	188.155	  0.667	188.140	  0.502
 30.000	2827.365	  3.980	197.036	  0.319	188.488	  0.111	188.468	  0.302
 30.050	2837.050	  3.001	197.372	  0.341	188.774	  0.632	188.786	  0.324
 30.100	2846.327	  2.570	197.703	  0.564	189.116	  0.907	189.100	  0.534
 30.150	2855.820	  2.887	198.063	  0.665	189.446	  1.032	189.441	  0.631
 30.200	2865.252	  3.118	198.363	  0.703	189.724	  1.101	189.726	  0.666
 30.250	2874.696	  3.561	198.706	  0.721	190.066	  1.107	190.051	  0.683
 30.300	2884.251	  4.383	199.051	  0.690	190.373	  1.099	190.378	  0.654
 30.350	2893.625	  4.749	199.364	  0.619	190.646	  1.024	190.675	  0.587
 30.400	2903.276	  4.383	199.718	  0.469	191.021	  0.875	191.011	  0.445
 30.450	2913.189	  3.816	200.053	  0.433	191.342	  0.649	191.328	  0.410
 30.500	2922.511	  3.430	200.350	  0.351	191.625	  0.140	191.610	  0.333
 30.550	2931.901	  2.863	200.692	  0.557	191.943	  0.672	191.934	  0.528
 30.600	2941.738	  3.050	201.037	  0.629	192.251	  0.892	192.261	  0.596
 30.650	2951.212	  3.141	201.369	  0.682	192.603	  1.036	192.576	  0.646
 30.700	2960.837	  3.287	201.680	  0.646	192.877	  1.062	192.871	  0.613
 30.750	2970.779	  3.892	202.073	  0.604	193.274	  1.116	193.244	  0.572
 30.800	2980.348	  4.284	202.343	  0.630	193.486	  1.079	193.500	  0.597
 30.850	2989.911	  4.220	202.686	  0.660	193.810	  1.026	193.825	  0.626
 30.900	2999.487	  4.336	203.002	  0.633	194.102	  0.921	194.124	  0.601
 30.950	3009.504	  4.135	203.369	  0.502	194.493	  0.630	194.472	  0.476
 31.000	3018.835	  4.160	203.658	  0.401	194.772	  0.099	194.746	  0.380
 31.050	3028.872	  3.563	204.011	  0.474	195.072	  0.648	195.081	  0.450
 31.100	3038.548	  2.839	204.345	  0.512	195.401	  0.910	195.397	  0.485
 31.150	3048.349	  2.451	204.655	  0.615	195.680	  1.034	195.691	  0.584
 31.200	3058.029	  2.925	204.982	  0.674	195.976	  1.095	196.001	  0.639
 31.250	3068.191	  3.822	205.362	  0.736	196.394	  1.128	196.361	  0.698
 31.300	3078.077	  4.333	205.722	  0.724	196.723	  1.104	196.703	  0.686
 31.350	3087.698	  4.476	206.020	  0.667	196.973	  1.037	196.985	  0.632
 31.400	3097.442	  4.543	206.343	  0.577	197.292	  0.900	197.292	  0.547
 31.450	3107.558	  4.707	206.673	  0.382	197.616	  0.641	197.604	  0.362
 31.500	3117.295	  3.694	206.988	  0.236	197.914	  0.099	197.903	  0.223
 31.550	3127.319	  2.602	207.342	  0.505	198.241	  0.686	198.238	  0.479
 31.600	3137.059	  2.534	207.663	  0.627	198.509	  0.838	198.543	  0.594
 31.650	3147.070	  3.068	207.975	  0.681	198.816	  1.005	198.839	  0.646
 31.700	3156.649	  3.767	208.300	  0.705	199.168	  1.088	199.147	  0.668
 31.750	3166.985	  4.329	208.637	  0.686	199.436	  1.079	199.466	  0.651
 31.800	3177.016	  4.141	209.007	  0.627	199.846	  1.101	199.817	  0.594
 31.850	3186.897	  4.308	209.305	  0.590	200.102	  1.006	200.099	  0.559
 31.900	3196.884	  4.537	209.623	  0.580	200.407	  0.899	200.402	  0.550
 31.950	3206.741	  4.312	209.961	  0.544	200.710	  0.703	200.721	  0.516
 32.000	3217.126	  3.787	210.297	  0.436	201.046	  0.156	201.041	  0.413
 32.050	3227.207	  3.328	210.625	  0.528	201.337	  0.660	201.351	  0.501
 32.100	3237.062	  3.330	210.967	  0.577	201.675	  0.892	201.675	  0.547
 32.150	3246.997	  3.271	211.294	  0.561	202.004	  0.986	201.986	  0.531
 32.200	3257.326	  3.221	211.655	  0.622	202.336	  1.097	202.327	  0.590
 32.250	3267.519	  3.352	211.973	  0.681	202.631	  1.106	202.629	  0.646
 32.300	3277.887	  4.107	212.324	  0.697	202.999	  1.105	202.961	  0.661
 32.350	3287.506	  4.769	212.596	  0.717	203.233	  1.050	203.220	  0.679
 32.400	3298.032	  4.862	212.974	  0.618	203.583	  0.888	203.578	  0.586
 32.450	3308.113	  4.439	213.268	  0.522	203.878	  0.692	203.857	  0.495
 32.500	3318.219	  3.904	213.621	  0.240	204.197	  0.099	204.192	  0.227
 32.550	3328.501	  3.115	213.937	  0.379	204.508	  0.656	204.492	  0.359
 32.600	3338.869	  2.489	214.265	  0.560	204.799	  0.874	204.802	  0.530
 32.650	3348.945	  2.584	214.595	  0.618	205.124	  0.982	205.115	  0.586
 32.700	3359.312	  3.176	214.974	  0.711	205.501	  1.093	205.474	  0.674
 32.750	3369.519	  3.862	215.258	  0.692	205.737	  1.090	205.744	  0.656
 32.800	3379.899	  4.603	215.603	  0.678	206.066	  1.113	206.070	  0.643
 32.850	3390.108	  5.018	215.924	  0.599	206.376	  1.024	206.374	  0.568
 32.900	3400.375	  4.305	216.258	  0.506	206.679	  0.900	206.692	  0.480
 32.950	3410.785	  4.041	216.619	  0.488	207.023	  0.680	207.034	  0.463
 33.000	3421.297	  3.705	216.934	  0.381	207.337	  0.111	207.333	  0.361
 33.050	3431.664	  3.135	217.288	  0.534	207.642	  0.662	207.668	  0.506
 33.100	3441.951	  3.055	217.595	  0.613	207.950	  0.887	207.960	  0.582
 33.150	3452.358	  3.398	217.902	  0.652	208.250	  0.987	208.250	  0.619
 33.200	3462.869	  3.617	218.279	  0.634	208.633	  1.122	208.607	  0.601
 33.250	3473.146	  3.900	218.614	  0.609	208.947	  1.126	208.925	  0.577
 33.300	3483.882	  4.324	218.929	  0.665	209.218	  1.083	209.224	  0.630
 33.350	3494.134	  4.321	219.259	  0.641	209.529	  1.033	209.537	  0.608
