Radius	Area	AreaStd	AreaMin	AreaMax	ImageJ	ImageJStd	ImageJMin	ImageJMax	Crofton2	Crofton2Std	Crofton2Min	Crofton2Max	Crofton4	Crofton4Std	Crofton4Min	Crofton4Max
 53.400	  0.001	  0.066	 -0.206	  0.163	  4.950	  0.144	  4.547	  5.215	 -0.004	  0.262	 -0.749	  0.187	 -0.005	  0.136	 -0.387	  0.247
 53.450	  0.000	  0.059	 -0.248	  0.131	  4.957	  0.141	  4.449	  5.291	  0.004	  0.195	 -0.842	  0.094	  0.001	  0.134	 -0.480	  0.318
 53.500	  0.003	  0.048	 -0.156	  0.100	  4.948	  0.112	  4.598	  5.193	 -0.001	  0.026	 -0.467	  0.000	 -0.007	  0.106	 -0.340	  0.224
 53.550	  0.000	  0.046	 -0.143	  0.102	  4.963	  0.158	  4.746	  5.341	  0.003	  0.205	 -0.093	  0.840	  0.006	  0.149	 -0.199	  0.364
 53.600	  0.001	  0.046	 -0.140	  0.103	  4.963	  0.186	  4.648	  5.242	  0.007	  0.267	 -0.187	  0.746	  0.006	  0.177	 -0.292	  0.271
 53.650	  0.002	  0.049	 -0.138	  0.116	  4.961	  0.192	  4.551	  5.390	  0.006	  0.303	 -0.280	  0.652	  0.004	  0.182	 -0.385	  0.410
 53.700	 -0.002	  0.049	 -0.159	  0.139	  4.949	  0.183	  4.454	  5.292	 -0.015	  0.323	 -0.372	  0.559	 -0.008	  0.174	 -0.478	  0.317
 53.750	 -0.001	  0.053	 -0.146	  0.129	  4.957	  0.177	  4.703	  5.367	  0.002	  0.328	 -0.465	  0.465	 -0.001	  0.168	 -0.242	  0.388
 53.800	 -0.000	  0.057	 -0.134	  0.207	  4.961	  0.194	  4.606	  5.443	  0.007	  0.323	 -0.558	  0.372	  0.002	  0.184	 -0.334	  0.459
 53.850	  0.001	  0.061	 -0.121	  0.120	  4.963	  0.196	  4.682	  5.345	  0.010	  0.295	 -0.650	  0.279	  0.003	  0.186	 -0.263	  0.366
 53.900	 -0.003	  0.065	 -0.164	  0.143	  4.953	  0.185	  4.656	  5.247	 -0.009	  0.262	 -0.742	  0.186	 -0.006	  0.176	 -0.287	  0.272
 53.950	 -0.000	  0.061	 -0.152	  0.143	  4.959	  0.155	  4.560	  5.150	 -0.001	  0.195	 -0.834	  0.093	 -0.001	  0.147	 -0.380	  0.179
 54.000	  0.003	  0.060	 -0.184	  0.209	  4.968	  0.105	  4.463	  5.052	 -0.001	  0.021	 -0.463	  0.000	  0.007	  0.100	 -0.472	  0.087
 54.050	  0.001	  0.052	 -0.162	  0.154	  4.950	  0.125	  4.782	  5.443	 -0.012	  0.182	 -0.093	  0.833	 -0.011	  0.118	 -0.169	  0.457
 54.100	 -0.001	  0.040	 -0.096	  0.110	  4.958	  0.139	  4.858	  5.345	 -0.005	  0.258	 -0.185	  0.739	 -0.004	  0.132	 -0.098	  0.364
 54.150	  0.001	  0.033	 -0.085	  0.186	  4.964	  0.182	  4.761	  5.349	  0.006	  0.302	 -0.277	  0.646	  0.001	  0.173	 -0.191	  0.367
 54.200	  0.001	  0.043	 -0.085	  0.196	  4.967	  0.197	  4.665	  5.323	  0.006	  0.315	 -0.369	  0.554	  0.005	  0.187	 -0.283	  0.342
 54.250	 -0.001	  0.053	 -0.129	  0.174	  4.956	  0.213	  4.568	  5.226	  0.000	  0.326	 -0.461	  0.461	 -0.006	  0.202	 -0.374	  0.249
 54.300	  0.001	  0.063	 -0.205	  0.108	  4.960	  0.205	  4.472	  5.301	  0.005	  0.321	 -0.552	  0.368	 -0.003	  0.194	 -0.466	  0.320
 54.350	 -0.004	  0.070	 -0.227	  0.108	  4.951	  0.205	  4.376	  5.204	 -0.021	  0.310	 -0.644	  0.276	 -0.012	  0.194	 -0.558	  0.227
 54.400	 -0.004	  0.066	 -0.238	  0.117	  4.960	  0.164	  4.280	  5.107	 -0.008	  0.266	 -0.735	  0.184	 -0.004	  0.156	 -0.649	  0.135
 54.450	 -0.001	  0.062	 -0.249	  0.116	  4.964	  0.102	  4.526	  5.182	  0.000	  0.195	 -0.826	  0.092	 -0.001	  0.096	 -0.416	  0.206
 54.500	 -0.002	  0.053	 -0.186	  0.115	  4.964	  0.089	  4.672	  5.256	 -0.002	  0.032	 -0.459	  0.000	 -0.001	  0.084	 -0.278	  0.276
 54.550	 -0.000	  0.040	 -0.112	  0.177	  4.958	  0.139	  4.818	  5.643	 -0.011	  0.179	 -0.092	  0.825	 -0.008	  0.132	 -0.140	  0.642
 54.600	  0.001	  0.035	 -0.070	  0.133	  4.969	  0.185	  4.722	  5.547	  0.010	  0.265	 -0.183	  0.733	  0.003	  0.176	 -0.231	  0.550
 54.650	 -0.000	  0.043	 -0.125	  0.109	  4.966	  0.198	  4.626	  5.450	  0.007	  0.295	 -0.274	  0.640	 -0.001	  0.187	 -0.323	  0.458
 54.700	 -0.000	  0.052	 -0.106	  0.128	  4.968	  0.202	  4.701	  5.354	  0.000	  0.320	 -0.366	  0.548	  0.001	  0.191	 -0.252	  0.366
 54.750	 -0.002	  0.058	 -0.097	  0.169	  4.956	  0.188	  4.606	  5.257	 -0.011	  0.315	 -0.457	  0.457	 -0.011	  0.178	 -0.343	  0.275
 54.800	 -0.003	  0.060	 -0.173	  0.209	  4.962	  0.166	  4.680	  5.161	 -0.010	  0.312	 -0.547	  0.365	 -0.006	  0.157	 -0.273	  0.183
 54.850	  0.001	  0.057	 -0.133	  0.174	  4.965	  0.172	  4.585	  5.236	 -0.003	  0.291	 -0.638	  0.273	 -0.003	  0.163	 -0.364	  0.253
 54.900	  0.001	  0.058	 -0.209	  0.139	  4.966	  0.164	  4.490	  5.310	 -0.008	  0.255	 -0.729	  0.182	 -0.003	  0.156	 -0.455	  0.323
 54.950	 -0.001	  0.064	 -0.275	  0.147	  4.968	  0.160	  4.395	  5.214	 -0.005	  0.199	 -0.819	  0.091	 -0.002	  0.151	 -0.545	  0.231
 55.000	  0.001	  0.055	 -0.298	  0.102	  4.969	  0.119	  4.779	  5.118	 -0.001	  0.025	 -0.455	  0.000	 -0.001	  0.113	 -0.181	  0.140
 55.050	  0.002	  0.045	 -0.153	  0.099	  4.970	  0.151	  4.684	  5.262	  0.000	  0.194	 -0.091	  0.817	 -0.001	  0.143	 -0.272	  0.276
 55.100	  0.002	  0.042	 -0.104	  0.127	  4.975	  0.162	  4.589	  5.406	  0.006	  0.262	 -0.181	  0.726	  0.004	  0.154	 -0.362	  0.412
 55.150	  0.002	  0.046	 -0.117	  0.134	  4.978	  0.161	  4.663	  5.310	  0.018	  0.300	 -0.272	  0.635	  0.006	  0.153	 -0.292	  0.321
 55.200	 -0.003	  0.044	 -0.121	  0.140	  4.958	  0.180	  4.737	  5.553	 -0.022	  0.313	 -0.362	  0.543	 -0.013	  0.170	 -0.223	  0.551
 55.250	  0.001	  0.047	 -0.103	  0.199	  4.972	  0.200	  4.642	  5.457	 -0.004	  0.325	 -0.452	  0.452	 -0.000	  0.190	 -0.313	  0.460
 55.300	 -0.003	  0.055	 -0.107	  0.164	  4.963	  0.197	  4.716	  5.362	 -0.004	  0.302	 -0.542	  0.362	 -0.010	  0.187	 -0.243	  0.369
 55.350	 -0.003	  0.063	 -0.121	  0.149	  4.963	  0.192	  4.622	  5.267	 -0.019	  0.301	 -0.632	  0.271	 -0.009	  0.182	 -0.333	  0.278
 55.400	  0.000	  0.069	 -0.135	  0.155	  4.972	  0.177	  4.597	  5.172	 -0.005	  0.262	 -0.722	  0.181	 -0.002	  0.168	 -0.357	  0.188
 55.450	  0.000	  0.064	 -0.191	  0.119	  4.971	  0.129	  4.503	  5.077	 -0.005	  0.197	 -0.812	  0.090	 -0.003	  0.123	 -0.447	  0.097
 55.500	 -0.001	  0.049	 -0.206	  0.125	  4.971	  0.043	  4.646	  4.982	 -0.002	  0.028	 -0.450	  0.000	 -0.003	  0.041	 -0.311	  0.007
 55.550	 -0.000	  0.036	 -0.117	  0.120	  4.973	  0.123	  4.888	  5.461	 -0.007	  0.180	 -0.090	  0.810	 -0.002	  0.116	 -0.083	  0.460
 55.600	  0.001	  0.036	 -0.121	  0.115	  4.976	  0.172	  4.793	  5.366	  0.005	  0.249	 -0.180	  0.719	  0.000	  0.163	 -0.173	  0.370
 55.650	  0.001	  0.040	 -0.136	  0.131	  4.977	  0.195	  4.699	  5.271	 -0.004	  0.289	 -0.270	  0.629	  0.001	  0.185	 -0.262	  0.280
 55.700	 -0.000	  0.044	 -0.100	  0.115	  4.974	  0.202	  4.605	  5.246	  0.002	  0.315	 -0.359	  0.539	 -0.003	  0.191	 -0.352	  0.256
 55.750	 -0.000	  0.053	 -0.136	  0.151	  4.979	  0.198	  4.511	  5.319	  0.000	  0.307	 -0.448	  0.448	  0.002	  0.187	 -0.441	  0.324
 55.800	 -0.002	  0.063	 -0.192	  0.104	  4.965	  0.192	  4.418	  5.224	 -0.013	  0.312	 -0.538	  0.358	 -0.012	  0.182	 -0.531	  0.234
 55.850	 -0.004	  0.066	 -0.228	  0.140	  4.970	  0.166	  4.324	  5.130	 -0.011	  0.302	 -0.627	  0.269	 -0.008	  0.158	 -0.620	  0.145
 55.900	 -0.003	  0.063	 -0.223	  0.123	  4.977	  0.150	  4.565	  5.370	  0.002	  0.257	 -0.716	  0.179	 -0.001	  0.143	 -0.392	  0.371
 55.950	 -0.001	  0.056	 -0.177	  0.138	  4.970	  0.139	  4.707	  5.276	 -0.006	  0.193	 -0.804	  0.089	 -0.008	  0.132	 -0.258	  0.281
 56.000	 -0.000	  0.046	 -0.132	  0.132	  4.974	  0.114	  4.613	  5.182	 -0.000	  0.014	 -0.446	  0.000	 -0.005	  0.108	 -0.347	  0.192
 56.050	  0.001	  0.044	 -0.098	  0.105	  4.981	  0.155	  4.755	  5.558	 -0.001	  0.191	 -0.089	  0.803	  0.001	  0.147	 -0.213	  0.549
 56.100	 -0.001	  0.046	 -0.104	  0.210	  4.973	  0.174	  4.662	  5.464	 -0.002	  0.255	 -0.178	  0.713	 -0.007	  0.165	 -0.302	  0.459
 56.150	 -0.001	  0.042	 -0.120	  0.173	  4.979	  0.176	  4.735	  5.370	  0.008	  0.286	 -0.267	  0.623	 -0.001	  0.167	 -0.233	  0.370
 56.200	  0.001	  0.045	 -0.116	  0.116	  4.976	  0.173	  4.641	  5.277	 -0.004	  0.313	 -0.356	  0.534	 -0.004	  0.164	 -0.322	  0.280
 56.250	 -0.003	  0.051	 -0.093	  0.149	  4.978	  0.179	  4.714	  5.349	 -0.004	  0.313	 -0.444	  0.444	 -0.004	  0.170	 -0.253	  0.348
 56.300	 -0.000	  0.054	 -0.129	  0.122	  4.979	  0.190	  4.621	  5.255	 -0.005	  0.304	 -0.533	  0.355	 -0.003	  0.180	 -0.342	  0.259
 56.350	 -0.002	  0.058	 -0.136	  0.115	  4.975	  0.198	  4.528	  5.327	 -0.011	  0.297	 -0.621	  0.266	 -0.007	  0.188	 -0.430	  0.327
 56.400	 -0.000	  0.062	 -0.173	  0.117	  4.977	  0.183	  4.436	  5.234	 -0.004	  0.252	 -0.709	  0.177	 -0.005	  0.173	 -0.519	  0.238
 56.450	 -0.001	  0.062	 -0.230	  0.100	  4.978	  0.152	  4.343	  5.141	 -0.004	  0.190	 -0.797	  0.089	 -0.005	  0.144	 -0.607	  0.149
 56.500	 -0.001	  0.056	 -0.237	  0.072	  4.980	  0.096	  4.484	  5.048	 -0.002	  0.028	 -0.442	  0.000	 -0.003	  0.091	 -0.473	  0.061
 56.550	  0.001	  0.045	 -0.204	  0.094	  4.982	  0.110	  4.790	  5.256	 -0.000	  0.187	 -0.088	  0.796	 -0.002	  0.104	 -0.184	  0.258
 56.600	  0.000	  0.034	 -0.162	  0.116	  4.984	  0.150	  4.862	  5.657	 -0.001	  0.248	 -0.177	  0.707	  0.000	  0.142	 -0.116	  0.638
 56.650	 -0.002	  0.030	 -0.080	  0.138	  4.983	  0.173	  4.769	  5.564	 -0.002	  0.284	 -0.265	  0.618	 -0.001	  0.164	 -0.204	  0.549
 56.700	  0.001	  0.044	 -0.108	  0.199	  4.980	  0.191	  4.677	  5.471	 -0.002	  0.300	 -0.353	  0.529	 -0.005	  0.181	 -0.292	  0.460
 56.750	 -0.002	  0.049	 -0.096	  0.211	  4.974	  0.194	  4.749	  5.378	 -0.002	  0.303	 -0.441	  0.441	 -0.011	  0.184	 -0.224	  0.372
 56.800	  0.003	  0.057	 -0.104	  0.241	  4.996	  0.197	  4.657	  5.285	  0.013	  0.296	 -0.528	  0.352	  0.009	  0.187	 -0.312	  0.284
 56.850	  0.002	  0.062	 -0.132	  0.154	  4.990	  0.178	  4.633	  5.193	  0.003	  0.288	 -0.616	  0.264	  0.003	  0.169	 -0.335	  0.195
 56.900	  0.002	  0.061	 -0.120	  0.145	  4.991	  0.141	  4.541	  5.100	  0.010	  0.241	 -0.703	  0.176	  0.004	  0.134	 -0.423	  0.107
 56.950	  0.002	  0.058	 -0.139	  0.146	  4.988	  0.115	  4.545	  5.172	 -0.000	  0.185	 -0.790	  0.088	  0.001	  0.109	 -0.420	  0.175
 57.000	 -0.000	  0.048	 -0.147	  0.098	  4.982	  0.094	  4.685	  5.243	 -0.002	  0.031	 -0.439	  0.000	 -0.006	  0.089	 -0.288	  0.242
 57.050	  0.002	  0.037	 -0.088	  0.089	  4.988	  0.151	  4.824	  5.382	 -0.003	  0.190	 -0.088	  0.789	 -0.000	  0.144	 -0.156	  0.373
 57.100	 -0.001	  0.035	 -0.116	  0.099	  4.981	  0.173	  4.732	  5.290	 -0.011	  0.242	 -0.175	  0.701	 -0.007	  0.164	 -0.243	  0.285
 57.150	  0.001	  0.042	 -0.086	  0.128	  4.995	  0.183	  4.640	  5.265	  0.007	  0.280	 -0.262	  0.612	  0.005	  0.174	 -0.331	  0.261
 57.200	 -0.001	  0.052	 -0.115	  0.148	  4.981	  0.186	  4.549	  5.336	 -0.016	  0.296	 -0.350	  0.524	 -0.008	  0.177	 -0.418	  0.328
 57.250	 -0.002	  0.051	 -0.192	  0.099	  4.982	  0.172	  4.621	  5.244	 -0.014	  0.305	 -0.437	  0.437	 -0.008	  0.163	 -0.350	  0.241
 57.300	 -0.001	  0.050	 -0.133	  0.157	  4.983	  0.169	  4.692	  5.478	 -0.005	  0.304	 -0.524	  0.349	 -0.007	  0.160	 -0.283	  0.462
 57.350	  0.001	  0.059	 -0.172	  0.167	  4.991	  0.176	  4.601	  5.386	 -0.005	  0.289	 -0.610	  0.262	 -0.000	  0.167	 -0.370	  0.374
 57.400	  0.001	  0.058	 -0.143	  0.166	  4.991	  0.171	  4.672	  5.294	 -0.002	  0.249	 -0.697	  0.174	 -0.000	  0.162	 -0.303	  0.287
 57.450	 -0.002	  0.056	 -0.191	  0.156	  4.985	  0.152	  4.648	  5.202	 -0.003	  0.186	 -0.783	  0.087	 -0.007	  0.144	 -0.326	  0.199
 57.500	  0.001	  0.050	 -0.163	  0.174	  4.994	  0.111	  4.786	  5.111	 -0.001	  0.019	 -0.435	  0.000	  0.002	  0.105	 -0.195	  0.112
 57.550	 -0.004	  0.044	 -0.096	  0.106	  4.981	  0.135	  4.695	  5.478	 -0.006	  0.181	 -0.087	  0.782	 -0.011	  0.128	 -0.282	  0.460
 57.600	 -0.002	  0.040	 -0.087	  0.105	  4.985	  0.142	  4.766	  5.386	 -0.008	  0.237	 -0.174	  0.694	 -0.007	  0.134	 -0.215	  0.373
 57.650	 -0.001	  0.038	 -0.107	  0.180	  4.982	  0.155	  4.837	  5.389	 -0.017	  0.274	 -0.260	  0.607	 -0.010	  0.147	 -0.148	  0.375
 57.700	 -0.002	  0.039	 -0.079	  0.179	  4.986	  0.179	  4.746	  5.298	 -0.013	  0.295	 -0.347	  0.520	 -0.007	  0.170	 -0.235	  0.288
 57.750	 -0.000	  0.045	 -0.118	  0.111	  4.986	  0.197	  4.656	  5.274	  0.002	  0.316	 -0.433	  0.433	 -0.007	  0.187	 -0.321	  0.265
 57.800	 -0.001	  0.055	 -0.129	  0.119	  4.987	  0.192	  4.565	  5.344	  0.003	  0.302	 -0.519	  0.346	 -0.007	  0.182	 -0.407	  0.331
 57.850	 -0.001	  0.061	 -0.159	  0.107	  4.989	  0.187	  4.475	  5.253	  0.001	  0.286	 -0.605	  0.259	 -0.006	  0.178	 -0.493	  0.244
 57.900	  0.001	  0.060	 -0.180	  0.105	  5.002	  0.157	  4.385	  5.162	  0.009	  0.237	 -0.691	  0.173	  0.006	  0.149	 -0.579	  0.158
 57.950	  0.003	  0.056	 -0.247	  0.103	  4.999	  0.111	  4.294	  5.071	  0.006	  0.176	 -0.777	  0.086	  0.003	  0.106	 -0.665	  0.071
 58.000	  0.001	  0.047	 -0.164	  0.092	  4.994	  0.046	  4.753	  5.141	 -0.001	  0.019	 -0.431	  0.000	 -0.003	  0.043	 -0.230	  0.138
 58.050	 -0.001	  0.036	 -0.128	  0.089	  4.997	  0.137	  4.890	  5.666	  0.010	  0.193	 -0.086	  0.775	  0.000	  0.130	 -0.101	  0.634
 58.100	 -0.000	  0.035	 -0.111	  0.087	  4.993	  0.165	  4.800	  5.575	  0.005	  0.241	 -0.172	  0.688	 -0.004	  0.156	 -0.187	  0.548
 58.150	  0.000	  0.036	 -0.104	  0.112	  5.002	  0.190	  4.710	  5.484	  0.009	  0.285	 -0.258	  0.602	  0.005	  0.180	 -0.273	  0.461
 58.200	 -0.003	  0.043	 -0.106	  0.138	  4.990	  0.191	  4.780	  5.393	 -0.002	  0.296	 -0.344	  0.515	 -0.008	  0.181	 -0.207	  0.375
 58.250	 -0.003	  0.049	 -0.109	  0.182	  4.991	  0.187	  4.690	  5.303	 -0.002	  0.299	 -0.429	  0.429	 -0.007	  0.178	 -0.292	  0.289
 58.300	  0.001	  0.060	 -0.130	  0.244	  5.003	  0.169	  4.667	  5.213	  0.014	  0.294	 -0.515	  0.343	  0.004	  0.160	 -0.315	  0.203
 58.350	  0.001	  0.057	 -0.143	  0.194	  4.996	  0.152	  4.671	  5.282	 -0.004	  0.277	 -0.600	  0.257	 -0.003	  0.144	 -0.312	  0.268
 58.400	 -0.001	  0.053	 -0.164	  0.116	  4.997	  0.163	  4.581	  5.192	 -0.007	  0.253	 -0.685	  0.171	 -0.003	  0.154	 -0.397	  0.182
 58.450	 -0.002	  0.053	 -0.139	  0.112	  4.991	  0.145	  4.491	  5.262	 -0.007	  0.187	 -0.770	  0.086	 -0.009	  0.137	 -0.482	  0.248
 58.500	  0.002	  0.047	 -0.152	  0.099	  4.997	  0.109	  4.628	  5.172	 -0.001	  0.019	 -0.427	  0.000	 -0.003	  0.103	 -0.354	  0.162
 58.550	  0.001	  0.043	 -0.109	  0.086	  5.003	  0.146	  4.763	  5.307	  0.002	  0.179	 -0.085	  0.769	  0.002	  0.138	 -0.225	  0.290
 58.600	  0.002	  0.039	 -0.103	  0.092	  4.996	  0.162	  4.674	  5.283	 -0.004	  0.243	 -0.171	  0.683	 -0.005	  0.153	 -0.310	  0.267
 58.650	  0.001	  0.041	 -0.107	  0.115	  5.000	  0.160	  4.585	  5.352	 -0.002	  0.271	 -0.256	  0.597	 -0.002	  0.152	 -0.395	  0.332
 58.700	  0.001	  0.039	 -0.101	  0.084	  5.002	  0.161	  4.813	  5.580	  0.003	  0.295	 -0.341	  0.511	 -0.000	  0.153	 -0.179	  0.548
 58.750	  0.002	  0.045	 -0.105	  0.125	  5.007	  0.180	  4.724	  5.490	  0.019	  0.292	 -0.426	  0.426	  0.004	  0.171	 -0.264	  0.462
 58.800	  0.002	  0.052	 -0.118	  0.130	  5.010	  0.188	  4.635	  5.401	  0.014	  0.291	 -0.510	  0.340	  0.007	  0.178	 -0.349	  0.377
 58.850	  0.001	  0.054	 -0.104	  0.135	  5.009	  0.184	  4.705	  5.311	  0.005	  0.270	 -0.595	  0.255	  0.006	  0.174	 -0.283	  0.292
 58.900	 -0.000	  0.059	 -0.127	  0.194	  5.003	  0.169	  4.681	  5.222	 -0.005	  0.238	 -0.679	  0.170	 -0.001	  0.161	 -0.306	  0.207
 58.950	 -0.001	  0.058	 -0.141	  0.189	  5.005	  0.136	  4.593	  5.132	  0.007	  0.168	 -0.763	  0.085	  0.001	  0.129	 -0.390	  0.122
 59.000	  0.002	  0.052	 -0.209	  0.166	  5.003	  0.075	  4.727	  5.043	  0.000	  0.000	  0.000	  0.000	 -0.001	  0.071	 -0.263	  0.037
 59.050	  0.001	  0.037	 -0.086	  0.097	  5.001	  0.096	  4.954	  5.401	 -0.002	  0.177	 -0.085	  0.762	 -0.004	  0.091	 -0.048	  0.375
 59.100	  0.002	  0.028	 -0.073	  0.082	  5.004	  0.153	  4.866	  5.404	 -0.013	  0.229	 -0.169	  0.677	 -0.001	  0.145	 -0.132	  0.378
 59.150	 -0.001	  0.032	 -0.078	  0.122	  5.007	  0.174	  4.777	  5.315	  0.010	  0.282	 -0.254	  0.592	  0.001	  0.165	 -0.217	  0.293
 59.200	 -0.002	  0.042	 -0.110	  0.135	  4.997	  0.193	  4.688	  5.291	 -0.005	  0.297	 -0.338	  0.507	 -0.009	  0.183	 -0.301	  0.270
 59.250	  0.001	  0.051	 -0.188	  0.174	  5.004	  0.190	  4.600	  5.360	  0.003	  0.294	 -0.422	  0.422	 -0.003	  0.180	 -0.385	  0.335
 59.300	  0.002	  0.053	 -0.139	  0.114	  5.008	  0.180	  4.512	  5.271	  0.007	  0.290	 -0.506	  0.337	  0.001	  0.171	 -0.469	  0.250
 59.350	  0.002	  0.052	 -0.154	  0.117	  5.012	  0.152	  4.424	  5.182	 -0.001	  0.259	 -0.590	  0.253	  0.004	  0.144	 -0.553	  0.166
 59.400	  0.000	  0.058	 -0.150	  0.129	  5.006	  0.129	  4.650	  5.251	 -0.001	  0.241	 -0.673	  0.168	 -0.002	  0.122	 -0.339	  0.230
 59.450	  0.001	  0.051	 -0.174	  0.105	  5.005	  0.120	  4.719	  5.319	  0.006	  0.172	 -0.757	  0.084	 -0.003	  0.114	 -0.274	  0.295
 59.500	 -0.000	  0.042	 -0.108	  0.126	  5.007	  0.102	  4.696	  5.231	 -0.002	  0.030	 -0.420	  0.000	 -0.002	  0.096	 -0.297	  0.211
 59.550	  0.001	  0.037	 -0.069	  0.200	  5.001	  0.139	  4.829	  5.585	 -0.010	  0.168	 -0.084	  0.756	 -0.007	  0.131	 -0.170	  0.546
 59.600	 -0.001	  0.038	 -0.103	  0.122	  5.003	  0.161	  4.741	  5.496	  0.002	  0.234	 -0.168	  0.671	 -0.006	  0.153	 -0.254	  0.462
 59.650	 -0.002	  0.042	 -0.100	  0.088	  5.005	  0.172	  4.810	  5.408	 -0.006	  0.269	 -0.251	  0.587	 -0.004	  0.163	 -0.190	  0.378
 59.700	  0.001	  0.044	 -0.098	  0.135	  5.006	  0.171	  4.722	  5.320	 -0.008	  0.293	 -0.335	  0.503	 -0.004	  0.162	 -0.273	  0.294
 59.750	  0.003	  0.047	 -0.086	  0.137	  5.016	  0.158	  4.790	  5.232	  0.014	  0.297	 -0.418	  0.418	  0.005	  0.150	 -0.209	  0.210
 59.800	 -0.000	  0.047	 -0.102	  0.156	  5.004	  0.169	  4.703	  5.300	 -0.006	  0.288	 -0.502	  0.334	 -0.006	  0.160	 -0.292	  0.274
 59.850	 -0.004	  0.052	 -0.136	  0.158	  4.997	  0.177	  4.615	  5.212	 -0.021	  0.275	 -0.585	  0.251	 -0.014	  0.168	 -0.376	  0.190
 59.900	  0.005	  0.054	 -0.205	  0.150	  5.024	  0.154	  4.528	  5.279	  0.016	  0.224	 -0.668	  0.167	  0.012	  0.146	 -0.459	  0.254
 59.950	 -0.000	  0.053	 -0.212	  0.081	  5.012	  0.139	  4.441	  5.192	  0.006	  0.168	 -0.751	  0.083	 -0.000	  0.132	 -0.542	  0.170
 60.000	 -0.000	  0.048	 -0.139	  0.091	  5.013	  0.103	  4.573	  5.104	 -0.002	  0.029	 -0.417	  0.000	  0.000	  0.098	 -0.416	  0.087
 60.050	 -0.003	  0.044	 -0.146	  0.092	  5.012	  0.125	  4.706	  5.300	  0.005	  0.185	 -0.083	  0.749	 -0.001	  0.118	 -0.291	  0.273
 60.100	 -0.001	  0.037	 -0.163	  0.075	  5.012	  0.127	  4.774	  5.368	  0.001	  0.235	 -0.166	  0.666	 -0.001	  0.121	 -0.227	  0.336
 60.150	 -0.001	  0.032	 -0.100	  0.111	  5.013	  0.159	  4.842	  5.590	  0.003	  0.271	 -0.249	  0.582	 -0.000	  0.151	 -0.163	  0.547
 60.200	 -0.000	  0.035	 -0.108	  0.129	  5.012	  0.175	  4.755	  5.503	 -0.001	  0.290	 -0.332	  0.498	 -0.002	  0.166	 -0.246	  0.463
 60.250	 -0.004	  0.044	 -0.089	  0.183	  5.006	  0.185	  4.668	  5.415	 -0.025	  0.297	 -0.415	  0.415	 -0.008	  0.175	 -0.329	  0.380
 60.300	 -0.001	  0.053	 -0.124	  0.122	  5.005	  0.188	  4.736	  5.328	 -0.013	  0.282	 -0.498	  0.332	 -0.010	  0.178	 -0.265	  0.297
 60.350	  0.001	  0.059	 -0.114	  0.148	  5.011	  0.175	  4.713	  5.240	  0.000	  0.258	 -0.580	  0.249	 -0.003	  0.166	 -0.287	  0.213
 60.400	  0.001	  0.057	 -0.114	  0.139	  5.013	  0.148	  4.626	  5.153	 -0.002	  0.231	 -0.662	  0.166	 -0.003	  0.141	 -0.369	  0.130
 60.450	 -0.002	  0.051	 -0.174	  0.192	  5.009	  0.102	  4.540	  5.066	 -0.011	  0.181	 -0.744	  0.083	 -0.007	  0.097	 -0.452	  0.048
 60.500	 -0.001	  0.044	 -0.183	  0.165	  5.014	  0.071	  4.761	  5.288	 -0.001	  0.023	 -0.413	  0.000	 -0.002	  0.067	 -0.242	  0.257
 60.550	 -0.000	  0.036	 -0.113	  0.130	  5.017	  0.139	  4.893	  5.418	 -0.000	  0.175	 -0.083	  0.743	  0.000	  0.132	 -0.118	  0.381
 60.600	  0.001	  0.029	 -0.105	  0.086	  5.019	  0.159	  4.806	  5.331	  0.010	  0.235	 -0.165	  0.660	  0.002	  0.150	 -0.200	  0.298
 60.650	  0.000	  0.035	 -0.079	  0.164	  5.014	  0.178	  4.720	  5.308	 -0.009	  0.262	 -0.247	  0.577	 -0.003	  0.169	 -0.282	  0.276
 60.700	  0.000	  0.044	 -0.131	  0.128	  5.017	  0.180	  4.633	  5.375	 -0.011	  0.276	 -0.329	  0.494	 -0.001	  0.170	 -0.364	  0.339
 60.750	  0.002	  0.049	 -0.175	  0.084	  5.024	  0.172	  4.547	  5.288	  0.016	  0.288	 -0.412	  0.412	  0.005	  0.163	 -0.446	  0.256
 60.800	 -0.002	  0.053	 -0.210	  0.092	  5.013	  0.151	  4.615	  5.202	 -0.009	  0.281	 -0.493	  0.329	 -0.005	  0.143	 -0.383	  0.174
 60.850	  0.001	  0.050	 -0.141	  0.108	  5.018	  0.154	  4.682	  5.422	  0.002	  0.268	 -0.575	  0.247	 -0.001	  0.146	 -0.319	  0.382
 60.900	  0.000	  0.050	 -0.134	  0.107	  5.025	  0.155	  4.749	  5.335	  0.009	  0.228	 -0.657	  0.164	  0.006	  0.147	 -0.256	  0.299
 60.950	  0.002	  0.053	 -0.135	  0.105	  5.019	  0.143	  4.727	  5.249	 -0.003	  0.174	 -0.738	  0.082	 -0.001	  0.135	 -0.278	  0.217
 61.000	  0.000	  0.048	 -0.127	  0.112	  5.020	  0.105	  4.641	  5.163	 -0.000	  0.013	 -0.410	  0.000	  0.000	  0.100	 -0.360	  0.135
 61.050	  0.002	  0.039	 -0.086	  0.102	  5.029	  0.138	  4.771	  5.508	  0.002	  0.175	 -0.082	  0.737	  0.008	  0.130	 -0.237	  0.463
