Radius	Area	AreaStd	AreaMin	AreaMax	ImageJ	ImageJStd	ImageJMin	ImageJMax	Crofton2	Crofton2Std	Crofton2Min	Crofton2Max	Crofton4	Crofton4Std	Crofton4Min	Crofton4Max
  1.000	  0.841	 21.781	-36.338	 27.324	-12.951	  6.996	-32.476	 -9.968	 -4.100	  9.262	-25.000	  0.000	 -6.371	 10.020	-27.145	  3.033
  1.050	  0.502	 17.657	-42.257	 44.358	-13.023	  8.910	-35.692	 28.617	 -4.024	  9.349	-28.571	 42.857	 -5.949	  8.462	-30.614	 21.936
  1.100	 -0.114	 12.617	-47.387	 31.533	-12.702	 11.375	-38.615	 22.770	 -3.818	 11.282	-31.818	 36.364	 -5.578	  7.404	-33.768	 16.394
  1.150	 -0.259	 10.139	-27.794	 44.413	-11.904	 13.914	-21.712	 17.433	 -3.609	 13.853	-13.043	 30.435	 -5.197	  8.017	-18.092	 15.835
  1.200	  0.047	 13.657	-11.581	 32.629	-10.473	 15.110	-24.974	 12.540	 -2.812	 15.356	-16.667	 25.000	 -4.516	  9.907	-14.139	 14.060
  1.250	  0.168	 16.560	-18.513	 22.231	-10.305	 14.491	-27.975	  8.038	 -3.240	 14.998	-20.000	 20.000	 -4.216	 10.817	-17.574	  9.497
  1.300	  0.258	 17.340	-24.660	 31.844	 -9.214	 13.985	-30.745	 11.054	 -2.404	 14.945	-23.077	 15.385	 -3.737	 10.896	-20.744	 12.085
  1.350	 -0.691	 17.134	-30.138	 22.259	 -9.030	 13.192	-33.310	  6.941	 -2.556	 13.980	-25.926	 11.111	 -3.902	 10.481	-23.679	  7.934
  1.400	 -0.122	 15.479	-35.039	 13.682	 -7.867	 11.785	-35.692	  3.122	 -2.089	 12.245	-28.571	  7.143	 -3.334	  9.311	-26.405	  4.079
  1.450	  0.103	 13.510	-39.442	 36.256	 -7.168	  9.728	-37.909	  5.996	 -2.017	  9.917	-31.034	  3.448	 -3.023	  7.854	-28.943	 12.682
  1.500	  0.374	 11.036	-43.412	 27.324	 -6.632	  6.795	-39.979	  2.462	 -1.900	  6.393	-33.333	  0.000	 -2.714	  5.948	-31.311	  8.926
  1.550	 -0.367	  8.749	-47.004	 19.242	 -6.148	  5.114	-41.915	  7.664	 -1.823	  5.387	-35.484	 12.903	 -2.834	  4.191	-33.527	  5.412
  1.600	 -0.528	  6.836	-12.962	 24.340	 -6.197	  5.480	-15.595	  4.299	 -2.031	  6.940	 -6.250	  9.375	 -2.789	  3.300	 -8.931	  9.930
  1.650	  0.328	  9.117	-18.157	 40.302	 -5.398	  6.015	-18.153	  9.129	 -1.470	  8.655	 -9.091	 21.212	 -2.207	  4.444	-11.690	 14.175
  1.700	  0.460	 10.503	-11.887	 32.170	 -5.218	  5.928	-15.076	  5.920	 -1.059	  9.329	-11.765	 17.647	 -1.999	  5.070	 -9.089	 10.817
  1.750	 -0.053	 10.053	-16.850	 24.726	 -5.297	  5.552	-12.175	  2.893	 -1.629	  9.340	-14.286	 14.286	 -2.175	  4.814	 -9.594	  7.650
  1.800	 -0.184	  9.139	-11.581	 17.893	 -4.991	  5.377	-14.615	  5.215	 -1.208	  9.093	-16.667	 11.111	 -1.986	  4.537	 -9.229	  4.660
  1.850	  0.250	  9.389	-16.295	 20.907	 -4.854	  5.166	-16.922	  2.371	 -1.149	  8.634	-18.919	  8.108	 -1.727	  4.788	-11.682	  6.609
  1.900	 -0.627	  9.676	-20.643	 14.627	 -5.079	  4.608	-19.109	 -0.323	 -1.895	  7.586	-21.053	  5.263	 -2.036	  4.778	-14.006	  3.804
  1.950	  0.327	  9.486	-24.660	 17.195	 -4.655	  3.974	-21.183	  1.902	 -0.949	  6.083	-23.077	  2.564	 -1.575	  4.337	-16.211	  5.675
  2.000	 -0.202	  8.252	-20.423	 11.408	 -4.674	  2.804	-16.561	 -0.645	 -0.975	  3.354	-12.500	  0.000	 -1.649	  3.408	-12.056	  3.033
  2.050	  0.306	  6.221	-16.683	  6.040	 -4.330	  3.606	-12.164	  9.795	 -0.829	  4.542	-14.634	 21.951	 -1.297	  3.163	 -8.103	  6.618
  2.100	 -0.003	  5.059	-13.385	 15.487	 -4.549	  4.086	-14.256	  7.181	 -1.333	  6.247	 -4.762	 19.048	 -1.561	  3.186	-10.291	  4.079
  2.150	 -0.035	  5.117	-10.481	 10.178	 -4.193	  4.108	-11.913	  9.024	 -0.988	  7.573	 -6.977	 16.279	 -1.371	  3.208	 -8.266	  7.473
  2.200	  0.037	  5.677	-14.504	 11.803	 -3.892	  4.697	 -9.678	  6.546	 -0.966	  8.213	 -9.091	 13.636	 -1.227	  3.770	 -6.334	  9.048
  2.250	 -0.109	  5.662	-11.974	 19.464	 -3.846	  4.733	-11.685	  8.322	 -0.978	  8.171	-11.111	 11.111	 -1.314	  4.037	 -8.415	 10.553
  2.300	 -0.151	  6.620	 -9.742	 26.361	 -3.753	  4.513	 -9.551	  5.967	 -1.065	  8.279	-13.043	  8.696	 -1.235	  4.140	 -6.563	  8.149
  2.350	  0.326	  7.215	-13.542	 21.041	 -3.357	  4.094	-11.476	  3.713	 -0.372	  7.434	-14.894	  6.383	 -0.922	  3.880	 -8.551	  5.848
  2.400	  0.124	  7.360	-11.581	 16.050	 -3.318	  3.734	-11.711	  1.552	 -0.479	  6.484	-16.667	  4.167	 -0.996	  3.580	 -8.931	  3.643
  2.450	  0.215	  6.982	-15.153	 11.362	 -3.314	  3.183	-13.513	 -0.520	 -0.571	  5.210	-18.367	  2.041	 -1.052	  3.057	-10.789	  1.528
  2.500	 -0.107	  4.885	-18.513	  6.952	 -3.173	  1.751	-13.058	 -2.510	 -0.650	  2.808	-20.000	  0.000	 -1.004	  1.565	-10.503	 -0.503
  2.550	 -0.197	  3.298	 -6.991	  7.694	 -2.974	  2.477	 -8.078	  8.061	 -0.353	  3.632	 -1.961	  7.843	 -0.887	  2.493	 -2.453	  9.381
  2.600	  0.023	  3.702	 -5.825	 13.009	 -2.960	  3.271	 -6.260	  5.983	 -0.712	  4.769	 -3.846	 15.385	 -1.066	  3.296	 -4.329	  7.277
  2.650	  0.055	  4.168	 -9.346	  8.785	 -2.752	  3.554	 -8.028	  3.983	 -0.858	  5.355	 -5.660	 13.208	 -0.885	  3.646	 -6.134	  5.253
  2.700	  0.034	  4.351	 -8.306	 13.526	 -2.617	  3.582	 -9.731	  3.488	 -0.741	  6.001	 -7.407	 11.111	 -0.902	  3.558	 -7.873	  4.660
  2.750	  0.028	  5.039	-11.610	  9.435	 -2.507	  3.426	-11.373	  1.607	 -0.555	  6.069	 -9.091	  9.091	 -0.892	  3.315	 -9.548	  2.757
  2.800	  0.190	  5.197	-10.678	  9.622	 -2.259	  2.964	 -9.626	  3.122	 -0.295	  5.755	-10.714	  7.143	 -0.650	  2.788	 -8.006	  4.079
  2.850	  0.386	  5.270	 -9.866	  9.728	 -1.961	  2.832	 -7.940	  4.584	 -0.088	  5.395	-12.281	  5.263	 -0.562	  2.531	 -6.519	  5.354
  2.900	  0.050	  4.937	 -9.162	  5.977	 -2.097	  2.741	 -8.195	  2.781	 -0.534	  4.914	-13.793	  3.448	 -0.770	  2.635	 -5.083	  3.538
  2.950	  0.019	  4.379	-12.216	 17.046	 -2.020	  2.591	 -9.751	  4.199	 -0.407	  3.834	-15.254	  1.695	 -0.766	  2.596	 -5.450	  4.779
  3.000	 -0.150	  4.004	 -8.044	 13.177	 -1.922	  2.330	 -8.148	  2.462	 -0.400	  1.782	 -8.333	  0.000	 -0.691	  2.362	 -7.026	  3.033
  3.050	 -0.129	  3.361	 -7.612	  9.497	 -1.834	  2.553	 -5.331	  6.372	 -0.549	  2.926	 -1.639	 14.754	 -0.751	  2.705	 -4.452	  9.541
  3.100	  0.004	  3.496	 -7.256	  5.993	 -1.703	  2.855	 -6.858	  7.664	 -0.306	  4.322	 -3.226	 12.903	 -0.656	  2.993	 -5.993	  7.774
  3.150	  0.043	  3.331	 -6.969	  5.863	 -1.553	  3.054	 -8.336	  5.955	 -0.413	  5.265	 -4.762	 11.111	 -0.650	  3.183	 -4.679	  6.063
  3.200	  0.081	  2.907	 -6.745	 15.014	 -1.455	  2.852	 -6.855	  4.299	 -0.359	  5.502	 -6.250	  9.375	 -0.588	  2.871	 -6.169	  4.406
  3.250	  0.015	  3.399	 -6.579	 11.503	 -1.283	  2.961	 -5.419	  4.375	 -0.062	  5.603	 -7.692	  7.692	 -0.479	  3.014	 -4.893	  4.393
  3.300	 -0.228	  4.061	 -6.465	  8.149	 -1.534	  3.188	 -6.852	  3.964	 -0.742	  5.609	 -9.091	  6.061	 -0.828	  3.199	 -6.334	  3.921
  3.350	  0.001	  4.068	 -9.237	  4.945	 -1.185	  3.103	 -8.243	  5.195	 -0.396	  5.165	-10.448	  4.478	 -0.571	  3.068	 -7.732	  5.008
  3.400	 -0.200	  4.360	-11.887	  7.388	 -1.248	  3.015	 -9.592	  3.648	 -0.493	  4.670	-11.765	  2.941	 -0.663	  2.960	 -9.089	  3.464
  3.450	  0.086	  3.933	-14.422	  6.972	 -0.994	  2.519	-10.902	  2.146	 -0.370	  3.492	-13.043	  1.449	 -0.490	  2.414	-10.406	  1.964
  3.500	  0.168	  3.411	-16.850	  6.536	 -0.837	  1.797	-12.175	  0.687	 -0.279	  1.455	-14.286	  0.000	 -0.440	  1.575	-11.686	  0.508
  3.550	  0.020	  2.570	 -6.547	  3.556	 -0.877	  1.634	 -5.984	  6.697	 -0.296	  2.589	 -1.408	 12.676	 -0.506	  1.650	 -5.888	  8.624
  3.600	 -0.059	  2.058	 -6.668	  8.068	 -0.842	  1.919	 -4.700	  7.804	 -0.354	  3.524	 -2.778	 11.111	 -0.503	  2.111	 -2.284	  9.571
  3.650	  0.015	  1.861	 -2.040	  7.517	 -0.723	  2.333	 -3.451	  6.328	 -0.288	  4.081	 -4.110	  9.589	 -0.501	  2.570	 -3.623	  8.070
  3.700	  0.190	  2.735	 -4.670	  9.281	 -0.491	  2.764	 -4.756	  7.410	 -0.095	  4.616	 -5.405	  8.108	 -0.254	  3.080	 -4.925	  6.609
  3.750	 -0.097	  3.234	 -4.931	  8.650	 -0.635	  2.829	 -6.026	  5.978	 -0.287	  4.500	 -6.667	  6.667	 -0.483	  2.942	 -3.836	  5.188
  3.800	  0.129	  3.319	 -5.212	  5.809	 -0.463	  2.636	 -4.809	  4.584	 -0.184	  4.408	 -7.895	  5.263	 -0.350	  2.779	 -5.101	  3.804
  3.850	 -0.020	  3.400	 -5.511	 11.669	 -0.508	  2.454	 -5.042	  3.226	 -0.351	  4.131	 -9.091	  3.896	 -0.467	  2.482	 -5.383	  2.456
  3.900	  0.032	  3.231	 -5.825	  8.824	 -0.326	  1.980	 -6.260	  1.902	 -0.128	  3.510	-10.256	  2.564	 -0.333	  1.836	 -5.268	  1.142
  3.950	  0.113	  3.087	 -8.195	  6.086	 -0.324	  1.794	 -6.063	  2.973	 -0.165	  2.738	-11.392	  1.266	 -0.381	  1.616	 -6.467	  2.100
  4.000	  0.254	  2.518	 -6.496	  3.451	 -0.138	  1.565	 -3.941	  4.016	 -0.244	  1.211	 -6.250	  0.000	 -0.266	  1.408	 -4.511	  3.033
  4.050	 -0.017	  1.966	 -6.850	  8.675	 -0.235	  1.808	 -4.174	  5.988	 -0.309	  2.340	 -1.235	 11.111	 -0.417	  1.883	 -2.604	  4.847
  4.100	  0.047	  2.035	 -7.215	  6.040	 -0.189	  2.173	 -3.069	  4.695	 -0.268	  3.436	 -2.439	  9.756	 -0.471	  2.323	 -3.792	  3.569
  4.150	  0.042	  2.251	 -3.893	  5.349	 -0.105	  2.285	 -4.236	  4.364	 -0.151	  3.936	 -3.614	  8.434	 -0.318	  2.524	 -4.951	  5.333
  4.200	  0.019	  2.547	 -6.167	  6.464	 -0.061	  2.365	 -5.376	  5.342	 -0.196	  4.273	 -4.762	  7.143	 -0.355	  2.607	 -6.082	  4.079
  4.250	  0.088	  2.467	 -8.362	  5.736	  0.109	  2.312	 -6.490	  6.296	 -0.159	  4.342	 -5.882	  5.882	 -0.287	  2.480	 -7.187	  4.934
  4.300	  0.189	  2.343	 -5.316	  6.735	  0.213	  2.325	 -3.241	  5.060	  0.099	  4.080	 -6.977	  4.651	 -0.153	  2.495	 -4.155	  5.770
  4.350	  0.066	  2.684	 -5.798	  5.977	  0.156	  2.316	 -4.353	  3.852	 -0.057	  3.925	 -8.046	  3.448	 -0.208	  2.509	 -5.257	  4.554
  4.400	 -0.043	  2.922	 -4.639	  6.871	  0.105	  2.211	 -4.562	  4.791	 -0.273	  3.464	 -9.091	  2.273	 -0.309	  2.320	 -4.325	  3.366
  4.450	 -0.004	  2.724	 -6.769	  4.482	  0.213	  1.946	 -5.634	  3.614	 -0.152	  2.560	-10.112	  1.124	 -0.308	  1.841	 -4.577	  2.204
  4.500	  0.129	  2.370	 -5.686	  8.461	  0.329	  1.565	 -4.611	  2.462	 -0.194	  1.022	 -5.556	  0.000	 -0.266	  1.312	 -5.637	  1.069
  4.550	  0.082	  1.925	 -6.210	  6.090	  0.247	  1.477	 -2.762	  5.083	 -0.297	  1.972	 -1.099	  9.890	 -0.311	  1.389	 -3.927	  5.453
  4.600	 -0.047	  1.556	 -3.725	  3.797	  0.294	  1.503	 -3.819	  3.941	 -0.299	  2.794	 -2.174	  8.696	 -0.327	  1.480	 -3.050	  4.306
  4.650	 -0.002	  1.541	 -2.840	  3.049	  0.360	  1.778	 -2.848	  4.828	 -0.226	  3.275	 -3.226	  7.527	 -0.309	  1.909	 -2.191	  4.298
  4.700	  0.126	  1.801	 -3.455	  3.750	  0.515	  2.060	 -3.881	  4.875	 -0.027	  3.550	 -4.255	  6.383	 -0.128	  2.213	 -3.232	  3.968
  4.750	 -0.002	  1.929	 -2.655	  4.399	  0.406	  2.147	 -2.930	  4.584	 -0.205	  3.669	 -5.263	  5.263	 -0.333	  2.359	 -4.251	  2.873
  4.800	 -0.043	  2.305	 -4.673	  4.998	  0.453	  2.165	 -3.941	  3.494	 -0.198	  3.572	 -6.250	  4.167	 -0.307	  2.331	 -5.248	  3.643
  4.850	  0.109	  2.426	 -6.628	  2.844	  0.649	  1.907	 -4.932	  4.350	  0.031	  3.142	 -7.216	  3.093	 -0.148	  1.969	 -6.225	  2.575
  4.900	  0.027	  2.566	 -8.524	  3.408	  0.603	  1.866	 -5.902	  3.285	  0.026	  2.828	 -8.163	  2.041	 -0.203	  1.849	 -7.182	  1.528
  4.950	 -0.032	  2.125	-10.363	  3.927	  0.640	  1.498	 -6.852	  2.242	 -0.202	  2.239	 -9.091	  1.010	 -0.257	  1.283	 -8.119	  0.502
  5.000	  0.060	  1.626	 -4.507	  3.132	  0.596	  1.130	 -3.282	  3.084	 -0.195	  0.968	 -5.000	  0.000	 -0.280	  0.890	 -3.003	  3.033
  5.050	 -0.046	  1.414	 -2.644	  2.348	  0.603	  1.380	 -1.629	  7.285	 -0.238	  1.872	 -0.990	  8.911	 -0.317	  1.336	 -1.488	  6.963
  5.100	  0.050	  1.399	 -3.320	  5.247	  0.765	  1.715	 -2.593	  6.233	 -0.088	  2.757	 -1.961	  7.843	 -0.190	  1.792	 -2.453	  5.915
  5.150	 -0.059	  1.404	 -2.788	  6.813	  0.718	  1.770	 -1.729	  5.202	 -0.165	  3.116	 -2.913	  6.796	 -0.257	  1.895	 -3.401	  4.886
  5.200	 -0.057	  1.684	 -3.471	  4.769	  0.741	  1.863	 -2.674	  5.983	 -0.173	  3.416	 -3.846	  5.769	 -0.263	  1.974	 -2.630	  3.878
  5.250	 -0.030	  1.917	 -2.991	  5.093	  0.834	  1.817	 -3.601	  4.974	 -0.162	  3.471	 -4.762	  4.762	 -0.206	  1.912	 -3.557	  2.889
  5.300	  0.051	  2.040	 -3.680	  4.252	  0.854	  1.784	 -2.751	  3.983	 -0.222	  3.454	 -5.660	  3.774	 -0.241	  1.779	 -3.776	  1.918
  5.350	  0.069	  1.949	 -3.248	  3.425	  0.898	  1.645	 -1.917	  4.754	 -0.061	  3.141	 -6.542	  2.804	 -0.186	  1.699	 -3.707	  2.618
  5.400	  0.032	  1.895	 -3.939	  5.885	  0.916	  1.640	 -2.825	  3.784	 -0.144	  2.737	 -7.407	  1.852	 -0.206	  1.699	 -4.599	  3.304
  5.450	 -0.011	  1.784	 -5.694	  3.951	  1.028	  1.533	 -3.717	  4.543	 -0.041	  2.007	 -8.257	  0.917	 -0.124	  1.594	 -5.474	  2.356
  5.500	 -0.049	  1.802	 -7.401	  2.070	  0.898	  1.420	 -4.592	  3.592	 -0.173	  0.916	 -9.091	  0.000	 -0.226	  1.344	 -6.334	  1.426
  5.550	  0.014	  1.520	 -4.928	  2.306	  0.972	  1.414	 -2.380	  5.035	 -0.167	  1.713	 -0.901	  8.108	 -0.239	  1.418	 -2.673	  2.764
  5.600	 -0.014	  1.290	 -4.588	  4.547	  1.022	  1.492	 -1.587	  4.097	 -0.179	  2.365	 -1.786	  7.143	 -0.251	  1.476	 -3.542	  1.847
  5.650	 -0.064	  1.197	 -4.275	  3.702	  0.999	  1.305	 -2.458	  3.859	 -0.239	  2.757	 -2.655	  6.195	 -0.242	  1.317	 -2.831	  3.158
  5.700	  0.039	  1.235	 -3.008	  1.891	  1.180	  1.472	 -1.678	  4.584	 -0.000	  2.983	 -3.509	  5.263	 -0.098	  1.527	 -2.133	  3.804
  5.750	  0.016	  1.491	 -2.762	  7.828	  1.130	  1.519	 -2.533	  5.296	 -0.074	  2.959	 -4.348	  4.348	 -0.175	  1.614	 -2.984	  4.438
  5.800	 -0.029	  1.662	 -4.431	  5.977	  1.172	  1.530	 -1.766	  4.388	 -0.194	  2.941	 -5.172	  3.448	 -0.164	  1.666	 -2.296	  3.538
  5.850	  0.070	  1.803	 -3.268	  4.173	  1.195	  1.609	 -2.605	  3.496	 -0.064	  2.714	 -5.983	  2.564	 -0.140	  1.696	 -3.131	  2.653
  5.900	  0.040	  1.873	 -3.071	  4.244	  1.226	  1.495	 -2.776	  4.199	 -0.089	  2.427	 -6.780	  1.695	 -0.156	  1.563	 -3.332	  1.783
  5.950	 -0.040	  1.828	 -3.794	  4.298	  1.226	  1.309	 -2.026	  3.323	 -0.139	  1.920	 -7.563	  0.840	 -0.175	  1.314	 -4.144	  0.928
  6.000	 -0.054	  1.526	 -4.507	  2.567	  1.235	  0.912	 -2.843	  2.462	 -0.142	  0.755	 -4.167	  0.000	 -0.159	  0.625	 -4.943	  0.087
  6.050	 -0.029	  1.002	 -2.600	  1.748	  1.302	  1.112	  0.075	  5.336	 -0.132	  1.642	 -0.826	  7.438	 -0.152	  0.997	 -0.740	  4.248
  6.100	  0.035	  0.838	 -1.624	  3.508	  1.395	  1.349	 -0.746	  4.473	 -0.082	  2.267	 -1.639	  6.557	 -0.110	  1.390	 -1.554	  3.393
  6.150	  0.035	  1.056	 -2.376	  2.674	  1.345	  1.524	 -1.553	  5.139	 -0.175	  2.619	 -2.439	  5.691	 -0.189	  1.661	 -2.354	  2.553
  6.200	 -0.090	  1.315	 -2.288	  3.509	  1.254	  1.551	 -2.347	  4.291	 -0.129	  2.904	 -3.226	  4.839	 -0.208	  1.645	 -3.142	  2.316
  6.250	 -0.052	  1.463	 -3.030	  3.489	  1.403	  1.551	 -1.636	  4.075	 -0.056	  2.984	 -4.000	  4.000	 -0.163	  1.659	 -3.917	  2.912
  6.300	  0.034	  1.518	 -3.761	  3.457	  1.410	  1.418	 -2.417	  4.729	 -0.075	  2.757	 -4.762	  3.175	 -0.152	  1.512	 -4.679	  2.095
  6.350	  0.015	  1.555	 -5.271	  2.623	  1.462	  1.303	 -3.185	  3.904	 -0.091	  2.592	 -5.512	  2.362	 -0.136	  1.337	 -5.430	  1.291
  6.400	 -0.032	  1.560	 -5.191	  3.357	  1.382	  1.217	 -2.485	  4.549	 -0.184	  2.323	 -6.250	  1.563	 -0.215	  1.183	 -3.407	  1.881
  6.450	  0.024	  1.424	 -5.125	  4.822	  1.506	  1.129	 -1.795	  3.739	 -0.023	  1.732	 -6.977	  0.775	 -0.122	  1.083	 -2.785	  2.461
  6.500	  0.046	  1.219	 -5.072	  3.215	  1.469	  1.020	 -1.957	  4.375	 -0.127	  0.709	 -7.692	  0.000	 -0.174	  0.922	 -2.970	  1.673
  6.550	  0.014	  1.026	 -2.064	  3.871	  1.503	  1.262	 -0.692	  6.181	 -0.118	  1.491	 -0.763	  6.870	 -0.156	  1.264	 -1.802	  4.714
  6.600	  0.020	  1.095	 -2.081	  3.765	  1.585	  1.374	 -1.444	  5.376	 -0.072	  2.103	 -1.515	  6.061	 -0.155	  1.424	 -2.546	  3.921
  6.650	  0.010	  1.155	 -2.108	  3.650	  1.547	  1.360	 -0.783	  4.584	 -0.128	  2.354	 -2.256	  5.263	 -0.170	  1.402	 -1.949	  3.139
  6.700	  0.006	  1.110	 -2.146	  4.945	  1.564	  1.312	 -1.524	  3.803	 -0.146	  2.515	 -2.985	  4.478	 -0.145	  1.364	 -2.681	  2.370
  6.750	 -0.035	  1.161	 -2.193	  3.396	  1.566	  1.287	 -0.872	  4.416	 -0.163	  2.605	 -3.704	  3.704	 -0.203	  1.362	 -2.092	  2.378
  6.800	  0.039	  1.189	 -2.249	  1.881	  1.704	  1.346	 -1.601	  5.019	  0.048	  2.488	 -4.412	  2.941	 -0.041	  1.426	 -2.812	  2.164
  6.850	  0.028	  1.386	 -2.993	  3.113	  1.665	  1.310	 -2.319	  4.252	 -0.084	  2.329	 -5.109	  2.190	 -0.106	  1.404	 -3.522	  1.418
  6.900	 -0.034	  1.501	 -3.056	  2.961	  1.621	  1.252	 -1.676	  3.497	 -0.112	  2.080	 -5.797	  1.449	 -0.169	  1.362	 -4.221	  1.964
  6.950	  0.030	  1.394	 -4.446	  2.803	  1.725	  1.067	 -2.383	  4.094	 -0.061	  1.543	 -6.475	  0.719	 -0.111	  1.105	 -4.910	  1.231
  7.000	  0.035	  1.202	 -4.507	  1.989	  1.717	  0.841	 -1.197	  3.350	 -0.064	  0.475	 -3.571	  0.000	 -0.131	  0.793	 -3.803	  0.508
  7.050	 -0.022	  1.026	 -4.576	  2.469	  1.788	  1.043	 -0.028	  4.488	 -0.011	  1.489	 -0.709	  6.383	 -0.056	  0.924	 -2.713	  2.087
  7.100	  0.017	  0.808	 -2.126	  1.662	  1.754	  1.213	  0.582	  6.922	 -0.060	  1.981	 -1.408	  5.634	 -0.124	  1.120	 -0.908	  5.103
  7.150	  0.027	  0.750	 -1.623	  2.113	  1.747	  1.390	 -0.122	  6.174	 -0.084	  2.251	 -2.098	  4.895	 -0.133	  1.337	 -1.601	  4.368
  7.200	 -0.011	  0.876	 -1.756	  3.156	  1.774	  1.510	 -0.815	  5.437	 -0.090	  2.459	 -2.778	  4.167	 -0.144	  1.524	 -2.284	  3.643
  7.250	  0.022	  1.106	 -1.895	  3.555	  1.786	  1.505	 -1.499	  4.710	 -0.093	  2.450	 -3.448	  3.448	 -0.121	  1.549	 -2.958	  2.928
  7.300	 -0.068	  1.172	 -2.040	  4.530	  1.774	  1.417	 -0.897	  3.992	 -0.185	  2.390	 -4.110	  2.740	 -0.211	  1.473	 -2.412	  2.223
  7.350	  0.002	  1.410	 -3.368	  4.291	  1.820	  1.339	 -1.046	  4.553	 -0.085	  2.243	 -4.762	  2.041	 -0.145	  1.382	 -2.578	  1.528
  7.400	 -0.043	  1.332	 -3.507	  2.887	  1.891	  1.175	 -1.714	  3.847	 -0.088	  2.007	 -5.405	  1.351	 -0.120	  1.131	 -3.236	  0.842
  7.450	 -0.040	  1.150	 -2.504	  2.657	  1.920	  0.918	 -0.389	  4.401	 -0.107	  1.554	 -6.040	  0.671	 -0.131	  0.837	 -3.190	  1.352
  7.500	 -0.024	  0.962	 -2.668	  1.859	  1.940	  0.792	 -0.539	  3.705	 -0.060	  0.443	 -3.333	  0.000	 -0.105	  0.693	 -2.169	  1.854
  7.550	  0.005	  0.841	 -2.278	  2.190	  1.913	  1.080	  0.549	  4.765	 -0.063	  1.293	 -0.662	  5.960	 -0.094	  1.041	 -1.161	  2.836
  7.600	  0.022	  0.773	 -1.906	  2.503	  1.978	  1.208	 -0.113	  4.076	 -0.076	  1.750	 -1.316	  5.263	 -0.053	  1.219	 -1.812	  2.159
  7.650	 -0.039	  0.792	 -1.552	  2.255	  1.899	  1.329	 -0.765	  4.614	 -0.131	  2.074	 -1.961	  4.575	 -0.188	  1.385	 -2.453	  1.970
  7.700	 -0.017	  0.981	 -1.753	  2.005	  1.967	  1.339	 -1.410	  4.436	 -0.088	  2.245	 -2.597	  3.896	 -0.104	  1.386	 -3.087	  2.456
  7.750	 -0.005	  1.075	 -2.487	  2.283	  2.000	  1.239	 -0.843	  3.763	 -0.068	  2.219	 -3.226	  3.226	 -0.117	  1.309	 -3.712	  1.795
  7.800	 -0.003	  1.059	 -2.686	  2.022	  1.995	  1.174	 -1.478	  5.488	 -0.096	  2.159	 -3.846	  2.564	 -0.120	  1.191	 -3.196	  3.409
  7.850	 -0.005	  1.086	 -2.372	  2.277	  2.008	  1.185	 -0.918	  4.816	 -0.076	  2.081	 -4.459	  1.911	 -0.131	  1.227	 -2.687	  2.750
  7.900	 -0.001	  1.085	 -2.584	  2.006	  2.064	  1.186	 -0.365	  4.153	 -0.057	  1.783	 -5.063	  1.266	 -0.088	  1.215	 -2.184	  2.100
  7.950	 -0.028	  1.088	 -2.798	  4.756	  2.005	  1.058	 -0.506	  3.498	 -0.082	  1.375	 -5.660	  0.629	 -0.149	  1.110	 -2.339	  1.457
  8.000	  0.033	  1.068	 -3.015	  3.451	  2.109	  0.807	 -1.128	  4.016	 -0.059	  0.427	 -3.125	  0.000	 -0.071	  0.810	 -2.949	  0.823
  8.050	 -0.001	  0.889	 -3.234	  2.170	  2.148	  0.991	 -0.104	  5.488	 -0.016	  1.329	 -0.621	  5.590	 -0.061	  0.983	 -1.999	  3.303
  8.100	  0.002	  0.711	 -1.999	  3.338	  2.125	  1.039	  0.430	  4.837	 -0.052	  1.791	 -1.235	  4.938	 -0.085	  1.030	 -1.513	  2.665
  8.150	 -0.060	  0.680	 -1.281	  2.074	  2.072	  0.990	  0.958	  4.864	 -0.202	  1.904	 -1.840	  4.294	 -0.174	  0.990	 -1.032	  2.035
  8.200	 -0.020	  0.764	 -1.534	  2.726	  2.151	  1.191	  0.342	  4.224	 -0.061	  2.134	 -2.439	  3.659	 -0.076	  1.220	 -1.636	  2.044
  8.250	 -0.040	  0.874	 -2.256	  1.953	  2.056	  1.304	 -0.266	  4.061	 -0.224	  2.217	 -3.030	  3.030	 -0.209	  1.371	 -2.232	  1.870
  8.300	  0.027	  0.949	 -2.044	  2.114	  2.198	  1.198	 -0.867	  4.557	  0.039	  2.100	 -3.614	  2.410	 -0.054	  1.304	 -2.821	  2.321
  8.350	  0.055	  1.094	 -2.757	  1.808	  2.218	  1.185	 -1.460	  3.931	  0.066	  2.000	 -4.192	  1.796	 -0.051	  1.310	 -3.403	  1.708
  8.400	 -0.030	  1.135	 -2.558	  2.404	  2.171	  1.062	 -0.937	  3.312	 -0.068	  1.782	 -4.762	  1.190	 -0.115	  1.182	 -3.978	  1.103
  8.450	  0.023	  1.082	 -3.708	  2.087	  2.221	  0.830	 -1.523	  3.804	 -0.041	  1.338	 -5.325	  0.592	 -0.074	  0.897	 -4.546	  0.505
  8.500	  0.025	  0.816	 -4.837	  1.771	  2.225	  0.428	 -2.102	  3.194	 -0.053	  0.413	 -5.882	  0.000	 -0.087	  0.320	 -5.107	  0.953
  8.550	  0.022	  0.556	 -1.593	  1.455	  2.219	  0.812	  1.500	  6.765	 -0.126	  1.080	 -0.585	  5.263	 -0.113	  0.688	 -0.671	  4.321
