BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
3.93227 4.25025 0.296016 -1.55491 0.50945
3.22847 2.18589 -0.371234 -1.83221 0.232151
3.20111 -2.97501 -0.397169 -2.32241 -0.25805
2.90959 0.121528 -0.673553 -1.98466 0.0797026
2.75014 -0.910653 -0.824712 -1.94129 0.123072
3.97096 -2.97501 0.332693 -1.95312 0.111244
4.3172 4.25025 0.660947 -2.08782 -0.0234631
3.29451 0.121528 -0.308622 -1.74022 0.324146
3.77283 3.21807 0.144856 -1.63114 0.433226
3.77283 3.21807 0.144856 -1.63114 0.433226
4.1304 -1.94283 0.483853 -1.7573 0.307062
3.38791 3.21807 -0.220075 -2.11477 -0.0504045
3.97096 -2.97501 0.332693 -1.83352 0.230837
3.61339 2.18589 -0.00630294 -1.70736 0.357002
4.3172 4.25025 0.660947 -2.26721 -0.202853
2.84354 2.18589 -0.736165 -2.19625 -0.131886
3.36055 -1.94283 -0.246009 -1.76781 0.296548
2.5907 -1.94283 -0.975871 -2.13711 -0.0727461
2.13974 0.121528 -1.40341 -2.23436 -0.169998
3.77283 3.21807 0.144856 -1.98992 0.0744458
2.65675 -4.00719 -0.913259 -2.52349 -0.459125
4.51532 -1.94283 0.848784 -1.39326 0.671099
2.75014 -0.910653 -0.824712 -1.94129 0.123072
3.97096 -2.97501 0.332693 -1.65413 0.410227
3.36055 -1.94283 -0.246009 -1.76781 0.296548
3.97096 -2.97501 0.332693 -1.83352 0.230837
3.97096 -2.97501 0.332693 -1.89332 0.17104
3.36055 -1.94283 -0.246009 -1.88741 0.176954
2.13974 0.121528 -1.40341 -2.11477 -0.0504045
2.97563 -1.94283 -0.61094 -2.13185 -0.0674893
3.77283 3.21807 0.144856 -1.87032 0.194039
3.06903 1.15371 -0.522393 -1.54965 0.514707
3.42659 -4.00719 -0.183397 -2.0346 0.0297625
3.97096 -2.97501 0.332693 -1.95312 0.111244
3.38791 3.21807 -0.220075 -2.59314 -0.528778
2.97563 -1.94283 -0.61094 -2.13185 -0.0674893
3.97096 -2.97501 0.332693 -1.95312 0.111244
2.43126 -2.97501 -1.12703 -2.27313 -0.208767
4.86156 5.28243 1.17704 -1.82695 0.237408
2.65675 -4.00719 -0.913259 -2.40389 -0.339531
4.3172 4.25025 0.660947 -1.72904 0.335317
3.77283 3.21807 0.144856 -1.57134 0.493023
3.06903 1.15371 -0.522393 -1.78884 0.27552
3.00298 3.21807 -0.585006 -2.00043 0.0639321
4.70212 4.25025 1.02588 -2.14236 -0.078003
3.20111 -2.97501 -0.397169 -2.20282 -0.138457
3.97096 -2.97501 0.332693 -1.89332 0.17104
2.97563 -1.94283 -0.61094 -2.19165 -0.127286
2.75014 -0.910653 -0.824712 -1.88149 0.182868
4.3172 4.25025 0.660947 -2.02803 0.0363336
2.97563 -1.94283 -0.61094 -2.07205 -0.00769255
3.61339 2.18589 -0.00630294 -1.64756 0.416798
4.86156 5.28243 1.17704 -1.58777 0.476595
4.90025 -1.94283 1.21371 -1.20862 0.855746
3.58604 -2.97501 -0.0322378 -1.95837 0.105987
4.3172 4.25025 0.660947 -1.66925 0.395114
3.36055 -1.94283 -0.246009 -1.88741 0.176954
4.51532 -1.94283 0.848784 -1.45306 0.611302
3.77283 3.21807 0.144856 -1.39195 0.672413
3.36055 -1.94283 -0.246009 -2.007 0.057361
2.75014 -0.910653 -0.824712 -2.18048 -0.116115
2.52466 0.121528 -1.03848 -2.04971 0.0146491
3.58604 -2.97501 -0.0322378 -2.01817 0.0461902
3.58604 -2.97501 -0.0322378 -1.83878 0.22558
3.58604 -2.97501 -0.0322378 -2.07797 -0.0136065
3.77283 3.21807 0.144856 -1.39195 0.672413
4.74081 -2.97501 1.06256 -1.22504 0.839318
3.81152 -4.00719 0.181534 -2.02934 0.0350194
5.24649 5.28243 1.54197 -1.46292 0.601445
3.42659 -4.00719 -0.183397 -2.21399 -0.149628
