BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
3.86826 -0.490079 -0.249466 -1.30644 0.189948
4.58974 -1.23827 0.434544 -1.26357 0.232817
3.44562 3.99909 -0.65015 -1.77037 -0.273983
3.964 -3.48286 -0.158695 -1.43314 0.0632483
4.5617 3.99909 0.407958 -1.40837 0.0880167
4.24302 -3.48286 0.105832 -1.16926 0.327127
3.72464 3.99909 -0.385623 -1.50649 -0.0101044
3.84843 -4.23105 -0.268265 -1.92184 -0.425452
3.77252 2.5027 -0.340237 -1.95995 -0.463557
4.39826 4.74729 0.253001 -1.40028 0.096114
2.66465 -6.47564 -1.39056 -2.48913 -0.992744
3.45384 -4.97925 -0.642363 -1.85087 -0.354481
4.47417 -1.98647 0.324973 -1.27548 0.220909
4.63762 -2.73466 0.479929 -1.02351 0.47288
3.44562 3.99909 -0.65015 -1.85706 -0.360673
4.16711 3.2509 0.0338601 -1.16402 0.332367
3.77252 2.5027 -0.340237 -2.04664 -0.550246
4.3586 -2.73466 0.215403 -1.15735 0.339035
3.77252 2.5027 -0.340237 -1.43981 0.0565798
3.91613 -1.98647 -0.20408 -1.45648 0.0399088
3.05103 3.2509 -1.02425 -2.00282 -0.506425
4.05153 2.5027 -0.0757105 -1.73941 -0.243023
4.37843 1.00631 0.234202 -1.58223 -0.0858385
3.16661 3.99909 -0.914677 -1.68749 -0.191104
3.68499 -3.48286 -0.423222 -1.43695 0.0594377
4.47417 -1.98647 0.324973 -1.18879 0.307598
3.33826 -5.72744 -0.751933 -1.90612 -0.409733
3.72464 3.99909 -0.385623 -1.59318 -0.0967938
3.77252 2.5027 -0.340237 -2.13333 -0.636936
3.16661 3.99909 -0.914677 -1.77418 -0.277794
3.60907 3.2509 -0.495194 -1.38837 0.108022
3.964 -3.48286 -0.158695 -1.51983 -0.0234412
3.73286 -4.97925 -0.377836 -1.71703 -0.220636
3.68499 -3.48286 -0.423222 -1.61033 -0.113941
4.28268 3.99909 0.143431 -1.62891 -0.132517
4.11924 4.74729 -0.0115255 -1.05733 0.439061
2.93546 2.5027 -1.13382 -2.23145 -0.735057
3.45384 -4.97925 -0.642363 -1.85087 -0.354481
3.61728 -5.72744 -0.487407 -1.55555 -0.0591649
4.26285 0.258116 0.124631 -1.24738 0.249011
3.58924 -0.490079 -0.513993 -1.52698 -0.0305859
4.494 1.75451 0.343773 -1.3536 0.142793
