BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
2.83067 -2.84871 0.399192 -2.60934 0.799477
3.35723 0.560103 0.898402 -2.95005 0.458768
1.18711 -1.14431 -1.159 -3.6944 -0.285583
3.62051 2.26451 1.14801 -3.1204 0.288414
2.34928 2.26451 -0.057192 -3.43399 -0.0251685
2.19505 -2.84871 -0.203407 -3.40794 0.00087297
1.97694 3.96892 -0.410187 -2.52688 0.881942
1.07805 2.26451 -1.26239 -3.84631 -0.437491
2.98489 2.26451 0.545407 -2.9316 0.477214
0.551492 -1.14431 -1.7616 -4.29552 -0.886706
4.25612 2.26451 1.75061 -2.42054 0.988278
2.98489 2.26451 0.545407 -2.83286 0.575955
1.71367 2.26451 -0.659791 -2.85022 0.558594
3.62051 2.26451 1.14801 -3.31788 0.090933
2.98489 2.26451 0.545407 -3.22782 0.180993
2.72161 0.560103 0.295803 -2.56377 0.84505
3.88379 3.96892 1.39761 -2.69831 0.710502
3.62051 2.26451 1.14801 -2.72544 0.683376
2.83067 -2.84871 0.399192 -2.31312 1.0957
1.45039 0.560103 -0.909396 -3.37105 0.037765
3.72956 -1.14431 1.2514 -2.77101 0.637803
1.71367 2.26451 -0.659791 -2.94896 0.459853
3.51145 5.67333 1.04462 -2.87735 0.531467
0.660546 -4.55312 -1.65821 -3.74865 -0.339836
1.97694 3.96892 -0.410187 -2.92184 0.48698
2.98489 2.26451 0.545407 -2.83286 0.575955
3.35723 0.560103 0.898402 -2.95005 0.458768
1.93177 -4.55312 -0.453012 -3.33633 0.0724869
2.45833 -1.14431 0.0461978 -3.38082 0.0279995
3.88379 3.96892 1.39761 -2.99454 0.414281
2.83067 -2.84871 0.399192 -3.30052 0.108294
2.19505 -2.84871 -0.203407 -3.40794 0.00087297
2.72161 0.560103 0.295803 -2.66251 0.746309
1.82272 -1.14431 -0.556402 -4.08068 -0.671864
2.72161 0.560103 0.295803 -3.35369 0.055126
4.25612 2.26451 1.75061 -2.51928 0.889537
3.62051 2.26451 1.14801 -2.42922 0.979597
1.71367 2.26451 -0.659791 -3.24519 0.163632
2.83067 -2.84871 0.399192 -3.0043 0.404515
1.03288 -6.25753 -1.30522 -3.66836 -0.259541
1.55944 -2.84871 -0.806007 -3.41662 -0.00780751
1.55944 -2.84871 -0.806007 -3.51537 -0.106548
1.55944 -2.84871 -0.806007 -3.21914 0.189673
2.98489 2.26451 0.545407 -2.83286 0.575955
3.09395 -1.14431 0.648797 -2.77969 0.629123
1.71367 2.26451 -0.659791 -4.03511 -0.626292
1.29616 -4.55312 -1.05561 -3.54249 -0.133674
2.45833 -1.14431 0.0461978 -3.5783 -0.169481
1.07805 2.26451 -1.26239 -3.45135 -0.0425294
2.19505 -2.84871 -0.203407 -2.8155 0.593316
2.19505 -2.84871 -0.203407 -3.21046 0.198354
2.72161 0.560103 0.295803 -3.15621 0.252607
1.93177 -4.55312 -0.453012 -3.33633 0.0724869
1.29616 -4.55312 -1.05561 -3.54249 -0.133674
1.55944 -2.84871 -0.806007 -3.21914 0.189673
1.71367 2.26451 -0.659791 -3.83763 -0.428811
2.19505 -2.84871 -0.203407 -3.01298 0.395835
1.93177 -4.55312 -0.453012 -3.53381 -0.124994
1.71367 2.26451 -0.659791 -3.64015 -0.23133
2.34928 2.26451 -0.057192 -3.43399 -0.0251685
2.34928 2.26451 -0.057192 -3.2365 0.172312
1.55944 -2.84871 -0.806007 -3.1204 0.288414
2.45833 -1.14431 0.0461978 -2.78837 0.620442
1.93177 -4.55312 -0.453012 -3.53381 -0.124994
1.82272 -1.14431 -0.556402 -3.68572 -0.276902
3.35723 0.560103 0.898402 -2.55509 0.85373
2.72161 0.560103 0.295803 -3.55117 -0.142355
3.35723 0.560103 0.898402 -2.75257 0.656249
2.19505 -2.84871 -0.203407 -3.80291 -0.394089
1.55944 -2.84871 -0.806007 -3.61411 -0.205288
1.07805 2.26451 -1.26239 -3.64883 -0.24001
1.93177 -4.55312 -0.453012 -3.33633 0.0724869
1.07805 2.26451 -1.26239 -3.84631 -0.437491
3.24817 3.96892 0.795012 -2.707 0.701822
2.34928 2.26451 -0.057192 -2.94028 0.468534
1.45039 0.560103 -0.909396 -3.37105 0.037765
1.29616 -4.55312 -1.05561 -3.54249 -0.133674
3.24817 3.96892 0.795012 -3.10196 0.30686
1.07805 2.26451 -1.26239 -3.25387 0.154952
2.83067 -2.84871 0.399192 -3.498 -0.089187
0.923826 -2.84871 -1.40861 -3.82027 -0.41145
2.56739 -4.55312 0.149587 -2.73521 0.67361
0.397266 -6.25753 -1.90782 -4.072 -0.663184
0.397266 -6.25753 -1.90782 -3.97326 -0.564443
2.45833 -1.14431 0.0461978 -3.0846 0.324221
2.19505 -2.84871 -0.203407 -3.21046 0.198354
3.09395 -1.14431 0.648797 -2.68095 0.727863
0.660546 -4.55312 -1.65821 -3.55117 -0.142355
3.99284 0.560103 1.501 -2.94137 0.467449
1.93177 -4.55312 -0.453012 -3.53381 -0.124994
0.442438 2.26451 -1.86499 -3.46003 -0.0512099
3.35723 0.560103 0.898402 -3.04879 0.360028
2.34928 2.26451 -0.057192 -3.43399 -0.0251685
1.29616 -4.55312 -1.05561 -3.64123 -0.232415
1.29616 -4.55312 -1.05561 -3.34501 0.0638065
1.55944 -2.84871 -0.806007 -3.41662 -0.00780751
2.45833 -1.14431 0.0461978 -2.68963 0.719183
3.62051 2.26451 1.14801 -2.6267 0.782116
2.34928 2.26451 -0.057192 -2.7428 0.666015
2.19505 -2.84871 -0.203407 -3.40794 0.00087297
2.19505 -2.84871 -0.203407 -3.3092 0.0996134
1.93177 -4.55312 -0.453012 -3.83003 -0.421215
1.82272 -1.14431 -0.556402 -2.8958 0.513021
2.83067 -2.84871 0.399192 -2.80682 0.601996
1.82272 -1.14431 -0.556402 -3.09328 0.31554
1.29616 -4.55312 -1.05561 -3.44375 -0.034934
3.09395 -1.14431 0.648797 -2.38473 1.02408
3.72956 -1.14431 1.2514 -2.47479 0.934025
2.61256 3.96892 0.192413 -2.61694 0.791882
2.72161 0.560103 0.295803 -3.15621 0.252607
1.93177 -4.55312 -0.453012 -3.43507 -0.0262535
2.45833 -1.14431 0.0461978 -3.47956 -0.070741
3.35723 0.560103 0.898402 -2.45635 0.952471
1.18711 -1.14431 -1.159 -4.28684 -0.878026
2.19505 -2.84871 -0.203407 -3.11172 0.297094
2.72161 0.560103 0.295803 -2.95873 0.450088
4.5194 3.96892 2.00021 -2.49215 0.916664
2.34928 2.26451 -0.057192 -3.2365 0.172312
4.5194 3.96892 2.00021 -2.19593 1.21289
1.29616 -4.55312 -1.05561 -3.34501 0.0638065
1.71367 2.26451 -0.659791 -3.24519 0.163632
1.29616 -4.55312 -1.05561 -3.73997 -0.331155
1.93177 -4.55312 -0.453012 -3.43507 -0.0262535
2.72161 0.560103 0.295803 -3.15621 0.252607
2.19505 -2.84871 -0.203407 -3.21046 0.198354
2.72161 0.560103 0.295803 -3.74865 -0.339836
1.71367 2.26451 -0.659791 -3.44267 -0.033849
2.45833 -1.14431 0.0461978 -3.0846 0.324221
1.71367 2.26451 -0.659791 -3.44267 -0.033849
2.83067 -2.84871 0.399192 -2.90556 0.503256
1.93177 -4.55312 -0.453012 -3.43507 -0.0262535
2.61256 3.96892 0.192413 -2.51819 0.890622
2.086 0.560103 -0.306797 -3.36237 0.0464455
3.88379 3.96892 1.39761 -2.20461 1.2042
2.83067 -2.84871 0.399192 -2.5106 0.898218
3.35723 0.560103 0.898402 -2.75257 0.656249
1.71367 2.26451 -0.659791 -3.0477 0.361113
1.93177 -4.55312 -0.453012 -3.23759 0.171227
3.35723 0.560103 0.898402 -2.55509 0.85373
1.03288 -6.25753 -1.30522 -3.7671 -0.358282
2.72161 0.560103 0.295803 -3.15621 0.252607
1.93177 -4.55312 -0.453012 -2.94137 0.467449
3.35723 0.560103 0.898402 -3.04879 0.360028
3.62051 2.26451 1.14801 -2.82418 0.584635
1.07805 2.26451 -1.26239 -3.55009 -0.14127
2.61256 3.96892 0.192413 -2.51819 0.890622
3.35723 0.560103 0.898402 -2.65383 0.75499
2.19505 -2.84871 -0.203407 -2.91424 0.494575
2.61256 3.96892 0.192413 -3.0119 0.39692
0.442438 2.26451 -1.86499 -4.05247 -0.643653
3.09395 -1.14431 0.648797 -2.87843 0.530382
1.71367 2.26451 -0.659791 -4.03511 -0.626292
2.83067 -2.84871 0.399192 -2.90556 0.503256
2.72161 0.560103 0.295803 -3.55117 -0.142355
2.19505 -2.84871 -0.203407 -3.90165 -0.492829
3.35723 0.560103 0.898402 -3.04879 0.360028
1.29616 -4.55312 -1.05561 -3.73997 -0.331155
3.62051 2.26451 1.14801 -2.6267 0.782116
3.35723 0.560103 0.898402 -2.95005 0.458768
2.72161 0.560103 0.295803 -3.35369 0.055126
2.72161 0.560103 0.295803 -2.95873 0.450088
2.56739 -4.55312 0.149587 -2.93269 0.476129
1.97694 3.96892 -0.410187 -2.72436 0.684461
1.29616 -4.55312 -1.05561 -3.64123 -0.232415
3.35723 0.560103 0.898402 -2.75257 0.656249
2.72161 0.560103 0.295803 -3.05747 0.351347
2.72161 0.560103 0.295803 -2.76125 0.647569
2.45833 -1.14431 0.0461978 -3.28208 0.12674
3.35723 0.560103 0.898402 -2.65383 0.75499
1.07805 2.26451 -1.26239 -3.05638 0.352432
4.62845 0.560103 2.1036 -2.34024 1.06857
2.34928 2.26451 -0.057192 -3.43399 -0.0251685
1.07805 2.26451 -1.26239 -3.84631 -0.437491
2.98489 2.26451 0.545407 -3.03034 0.378474
0.442438 2.26451 -1.86499 -4.05247 -0.643653
3.88379 3.96892 1.39761 -2.30335 1.10546
1.45039 0.560103 -0.909396 -3.46979 -0.0609755
1.29616 -4.55312 -1.05561 -3.34501 0.0638065
1.29616 -4.55312 -1.05561 -3.64123 -0.232415
2.45833 -1.14431 0.0461978 -3.77578 -0.366962
2.19505 -2.84871 -0.203407 -3.40794 0.00087297
2.72161 0.560103 0.295803 -3.15621 0.252607
2.45833 -1.14431 0.0461978 -2.49215 0.916664
0.660546 -4.55312 -1.65821 -4.14361 -0.734798
1.45039 0.560103 -0.909396 -3.96349 -0.554678
1.71367 2.26451 -0.659791 -3.44267 -0.033849
2.61256 3.96892 0.192413 -2.71568 0.693141
1.71367 2.26451 -0.659791 -2.94896 0.459853
1.93177 -4.55312 -0.453012 -2.84263 0.566189
3.09395 -1.14431 0.648797 -2.68095 0.727863
1.71367 2.26451 -0.659791 -3.0477 0.361113
1.97694 3.96892 -0.410187 -3.3168 0.092018
2.98489 2.26451 0.545407 -3.03034 0.378474
2.086 0.560103 -0.306797 -3.65859 -0.249776
1.93177 -4.55312 -0.453012 -3.33633 0.0724869
2.086 0.560103 -0.306797 -3.26363 0.145186
1.97694 3.96892 -0.410187 -2.62562 0.783201
2.83067 -2.84871 0.399192 -2.80682 0.601996
0.660546 -4.55312 -1.65821 -3.74865 -0.339836
2.34928 2.26451 -0.057192 -3.73021 -0.32139
-0.193175 2.26451 -2.46759 -3.86367 -0.454852
1.18711 -1.14431 -1.159 -3.89188 -0.483064
1.71367 2.26451 -0.659791 -3.14644 0.262372
2.19505 -2.84871 -0.203407 -3.40794 0.00087297
1.71367 2.26451 -0.659791 -2.65274 0.756075
1.45039 0.560103 -0.909396 -3.56853 -0.159716
0.814772 0.560103 -1.512 -3.37973 0.0290845
1.29616 -4.55312 -1.05561 -3.34501 0.0638065
3.35723 0.560103 0.898402 -2.75257 0.656249
2.61256 3.96892 0.192413 -2.32071 1.0881
2.72161 0.560103 0.295803 -3.35369 0.055126
1.07805 2.26451 -1.26239 -3.45135 -0.0425294
1.97694 3.96892 -0.410187 -3.11932 0.289499
2.72161 0.560103 0.295803 -3.15621 0.252607
5.15501 3.96892 2.60281 -2.28599 1.12283
1.55944 -2.84871 -0.806007 -3.02166 0.387154
1.93177 -4.55312 -0.453012 -3.13885 0.269968
2.72161 0.560103 0.295803 -2.85999 0.548828
1.97694 3.96892 -0.410187 -2.92184 0.48698
1.82272 -1.14431 -0.556402 -3.68572 -0.276902
3.35723 0.560103 0.898402 -3.04879 0.360028
1.93177 -4.55312 -0.453012 -3.33633 0.0724869
2.19505 -2.84871 -0.203407 -3.3092 0.0996134
3.35723 0.560103 0.898402 -3.04879 0.360028
3.24817 3.96892 0.795012 -2.41077 0.998043
3.62051 2.26451 1.14801 -2.42922 0.979597
2.98489 2.26451 0.545407 -3.42531 -0.016488
3.62051 2.26451 1.14801 -2.72544 0.683376
3.99284 0.560103 1.501 -2.15144 1.25737
0.660546 -4.55312 -1.65821 -3.94613 -0.537317
2.98489 2.26451 0.545407 -3.22782 0.180993
2.19505 -2.84871 -0.203407 -2.8155 0.593316
1.93177 -4.55312 -0.453012 -3.53381 -0.124994
1.07805 2.26451 -1.26239 -3.35261 0.056211
2.45833 -1.14431 0.0461978 -3.67704 -0.268222
3.24817 3.96892 0.795012 -2.80574 0.603081
3.35723 0.560103 0.898402 -2.95005 0.458768
3.09395 -1.14431 0.648797 -2.97718 0.431642
3.35723 0.560103 0.898402 -2.55509 0.85373
1.55944 -2.84871 -0.806007 -3.31788 0.090933
3.72956 -1.14431 1.2514 -2.57353 0.835284
1.29616 -4.55312 -1.05561 -3.54249 -0.133674
2.086 0.560103 -0.306797 -3.75733 -0.348516
2.34928 2.26451 -0.057192 -3.43399 -0.0251685
