Reference   BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
109.64 113.74 109.956 110.514 106.677 109.819
109.64 112.811 111.527 109.633 105.776 108.918
109.64 112.912 108.385 109.729 105.734 108.876
109.64 112.669 106.814 109.498 106.255 109.397
109.64 114.326 109.956 111.069 108.05 111.192
109.64 110.569 108.385 107.507 105.702 108.844
109.64 111.397 109.956 108.292 105.917 109.059
109.64 111.74 108.385 108.618 106.082 109.224
109.64 110.912 106.814 107.832 105.594 108.736
109.64 111.74 108.385 108.618 106.81 109.952
109.64 111.983 109.956 108.848 105.47 108.612
109.64 112.326 108.385 109.173 105.544 108.686
109.64 112.326 108.385 109.173 105.817 108.959
109.64 111.983 109.956 108.848 106.016 109.158
109.64 111.74 108.385 108.618 105.991 109.133
109.64 111.497 106.814 108.388 105.602 108.744
109.64 111.983 109.956 108.848 106.562 109.704
109.64 114.811 113.097 111.529 107.19 110.332
109.64 114.326 109.956 111.069 107.413 110.555
109.64 111.74 108.385 108.618 105.445 108.587
109.64 112.811 111.527 109.633 107.505 110.647
109.64 111.497 106.814 108.388 105.238 108.38
109.64 110.912 106.814 107.832 106.595 109.737
109.64 111.983 109.956 108.848 105.288 108.43
109.64 111.497 106.814 108.388 105.602 108.744
109.64 110.569 108.385 107.507 105.975 109.117
109.64 111.497 106.814 108.388 105.238 108.38
109.64 112.569 109.956 109.403 106.479 109.621
109.64 112.912 108.385 109.729 106.735 109.877
109.64 110.669 105.243 107.602 104.477 107.619
109.64 111.154 108.385 108.062 106.256 109.398
109.64 111.983 109.956 108.848 106.107 109.249
109.64 110.569 108.385 107.507 104.61 107.752
109.64 112.326 108.385 109.173 105.362 108.504
109.64 112.569 109.956 109.403 106.297 109.439
109.64 112.326 108.385 109.173 105.544 108.686
109.64 113.397 111.527 110.189 106.512 109.654
109.64 111.74 108.385 108.618 106.082 109.224
109.64 113.74 109.956 110.514 107.041 110.183
109.64 111.74 108.385 108.618 105.718 108.86
109.64 112.912 108.385 109.729 106.371 109.513
109.64 112.912 108.385 109.729 106.735 109.877
109.64 112.326 108.385 109.173 105.726 108.868
109.64 111.74 108.385 108.618 106.628 109.77
109.64 110.569 108.385 107.507 105.338 108.48
109.64 111.497 106.814 108.388 105.511 108.653
109.64 111.154 108.385 108.062 106.438 109.58
109.64 112.083 106.814 108.943 105.883 109.025
109.64 114.326 109.956 111.069 107.322 110.464
109.64 111.497 106.814 108.388 106.148 109.29
109.64 110.326 106.814 107.277 105.222 108.364
109.64 113.154 109.956 109.959 106.487 109.629
109.64 111.497 106.814 108.388 104.965 108.107
109.64 110.569 108.385 107.507 105.065 108.207
109.64 110.326 106.814 107.277 105.768 108.91
109.64 111.74 108.385 108.618 106.355 109.497
109.64 110.811 109.956 107.737 105.727 108.869
109.64 111.983 109.956 108.848 104.924 108.066
109.64 114.225 113.097 110.974 107.364 110.506
109.64 112.569 109.956 109.403 105.114 108.256
109.64 111.497 106.814 108.388 105.147 108.289
109.64 113.397 111.527 109.633 107.695 110.837
109.64 113.397 111.527 110.189 107.24 110.382
109.64 111.154 108.385 108.062 106.62 109.762
109.64 110.569 108.385 107.507 105.338 108.48
109.64 110.569 108.385 107.507 105.611 108.753
109.64 111.154 108.385 108.062 105.892 109.034
109.64 112.569 109.956 109.403 106.388 109.53
109.64 112.811 111.527 109.633 105.867 109.009
109.64 111.497 106.814 108.388 105.42 108.562
109.64 113.154 109.956 109.959 106.851 109.993
109.64 112.326 108.385 109.173 106.181 109.323
109.64 112.569 109.956 109.403 106.934 110.076
109.64 114.326 109.956 111.069 107.686 110.828
109.64 113.397 111.527 110.189 106.33 109.472
109.64 112.811 111.527 109.633 105.139 108.281
109.64 109.74 106.814 106.722 104.85 107.992
109.64 111.154 108.385 108.062 106.256 109.398
109.64 113.154 109.956 109.959 106.669 109.811
109.64 114.326 109.956 111.069 107.595 110.737
109.64 111.983 109.956 108.848 104.924 108.066
109.64 111.154 108.385 108.062 104.527 107.669
