Reference   BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
205.358 212.936 213.628 204.558 202.192 205.334
205.358 214.936 215.199 206.454 203.06 206.202
205.358 213.865 212.058 205.438 202.092 205.234
205.358 212.794 208.916 204.423 202.216 205.358
205.358 213.279 212.058 204.883 202.266 205.408
205.358 213.581 202.633 205.169 202.322 205.464
205.358 212.693 212.058 204.328 202.076 205.218
205.358 214.61 197.92 206.145 202.726 205.868
205.358 213.338 201.062 204.939 201.842 204.984
205.358 213.782 196.35 205.359 202.784 205.926
205.358 214.693 213.628 206.224 202.398 205.54
205.358 213.522 213.628 205.113 202.382 205.524
205.358 213.865 212.058 205.438 201.91 205.052
205.358 214.208 210.487 205.764 202.712 205.854
205.358 213.765 215.199 205.343 202.68 205.822
205.358 213.196 196.35 204.804 202.048 205.19
205.358 213.765 215.199 205.343 202.316 205.458
205.358 212.995 202.633 204.613 202.132 205.274
205.358 213.137 207.345 204.748 202.199 205.341
205.358 213.522 213.628 205.113 202.2 205.342
205.358 214.61 197.92 206.145 202.817 205.959
205.358 214.35 215.199 205.898 202.506 205.648
205.358 214.108 213.628 205.668 202.572 205.714
205.358 212.61 196.35 204.249 201.858 205
205.358 214.024 197.92 205.589 202.354 205.496
205.358 212.368 194.779 204.019 201.924 205.066
205.358 212.995 202.633 204.613 202.132 205.274
205.358 213.439 197.92 205.034 202.892 206.034
205.358 214.693 213.628 206.224 202.489 205.631
205.358 213.279 212.058 204.883 202.448 205.59
205.358 214.267 199.491 205.819 203.016 206.158
205.358 214.108 213.628 205.668 202.39 205.532
205.358 213.924 201.062 205.494 202.669 205.811
205.358 212.51 199.491 204.153 202.082 205.224
205.358 212.853 197.92 204.479 202.338 205.48
205.358 213.622 210.487 205.208 202.34 205.482
205.358 214.108 213.628 205.668 202.39 205.532
205.358 214.267 199.491 205.819 203.016 206.158
205.358 212.551 207.345 204.193 201.918 205.06
205.358 214.108 213.628 205.668 202.208 205.35
205.358 213.137 207.345 204.748 202.29 205.432
205.358 214.35 215.199 205.898 202.506 205.648
205.358 213.924 201.062 205.494 202.214 205.356
205.358 213.539 194.779 205.129 202.395 205.537
205.358 214.35 215.199 205.898 202.324 205.466
205.358 213.723 207.345 205.304 202.662 205.804
