Area	ImageJ	Crofton2	Crofton4
724.000	157.439	150.796	150.927
725.000	154.853	149.226	147.920
728.000	158.267	152.367	150.602
726.000	155.924	152.367	149.491
722.000	155.924	152.367	149.491
726.000	152.125	142.942	145.334
725.000	153.681	149.226	146.810
725.000	156.267	150.796	149.261
730.000	155.338	152.367	149.491
724.000	157.439	150.796	149.817
723.000	157.539	147.655	150.467
724.000	154.368	146.084	147.460
724.000	156.853	150.796	149.261
727.000	154.024	147.655	147.690
720.000	156.510	152.367	148.936
725.000	157.338	153.938	150.832
724.000	155.924	152.367	148.380
719.000	154.267	149.226	147.365
724.000	156.610	149.226	150.142
729.000	154.610	147.655	148.246
723.000	156.853	150.796	149.261
718.000	155.095	150.796	147.595
724.000	158.024	150.796	150.927
723.000	157.924	153.938	151.387
728.000	159.924	155.509	152.173
724.000	157.439	150.796	150.927
726.000	154.953	146.084	148.571
729.000	158.024	150.796	151.483
724.000	156.610	149.226	150.142
724.000	159.095	153.938	151.943
718.000	152.610	146.084	146.350
724.000	158.610	150.796	152.593
718.000	153.196	146.084	146.350
727.000	154.024	147.655	147.135
725.000	154.853	149.226	148.476
724.000	156.853	150.796	150.372
722.000	157.095	152.367	149.491
727.000	156.267	150.796	149.261
719.000	156.368	147.655	149.912
724.000	156.024	149.226	150.142
723.000	157.439	150.796	150.927
723.000	154.610	147.655	147.690
723.000	157.439	150.796	149.817
725.000	156.610	149.226	150.142
721.000	156.853	150.796	149.261
728.000	155.681	150.796	148.706
719.000	155.439	149.226	149.031
727.000	156.853	150.796	149.817
723.000	151.681	147.655	145.469
728.000	157.095	152.367	150.602
722.000	154.024	147.655	148.246
729.000	157.196	149.226	150.142
723.000	154.853	149.226	148.476
722.000	159.196	150.796	152.038
727.000	156.024	149.226	149.586
723.000	154.368	146.084	147.460
723.000	158.510	153.938	150.832
730.000	155.439	149.226	148.476
722.000	159.095	153.938	151.387
723.000	154.610	147.655	148.246
714.000	157.439	150.796	149.817
723.000	157.681	152.367	150.602
723.000	155.439	149.226	148.476
722.000	155.095	150.796	148.150
719.000	159.196	150.796	152.593
725.000	156.610	149.226	150.142
720.000	158.510	153.938	150.832
732.000	157.196	149.226	150.697
724.000	154.368	146.084	147.460
728.000	155.196	147.655	147.690
726.000	153.681	149.226	146.810
725.000	155.782	147.655	149.356
722.000	153.196	146.084	147.460
727.000	157.439	150.796	149.817
722.000	158.510	153.938	151.387
729.000	158.368	149.226	151.253
726.000	157.539	147.655	151.023
725.000	152.953	144.513	146.120
726.000	158.024	150.796	151.483
723.000	154.267	149.226	147.920
726.000	158.510	153.938	150.832
725.000	154.368	146.084	147.460
726.000	155.924	152.367	148.936
723.000	155.196	147.655	148.246
724.000	157.439	150.796	150.372
725.000	157.681	152.367	151.157
722.000	155.924	152.367	150.047
727.000	156.853	150.796	149.261
726.000	154.610	147.655	147.690
730.000	156.368	147.655	148.801
723.000	157.095	152.367	150.047
724.000	155.439	149.226	149.031
730.000	154.610	147.655	148.246
724.000	160.853	153.938	153.053
727.000	158.024	150.796	151.483
722.000	153.439	147.655	147.135
724.000	157.095	152.367	149.491
720.000	155.196	147.655	148.801
721.000	154.024	147.655	147.690
717.000	151.782	144.513	145.564
725.000	157.439	150.796	149.817
719.000	156.853	150.796	149.261
714.000	153.196	146.084	146.905
722.000	154.024	147.655	147.135
722.000	157.681	152.367	150.602
719.000	159.095	153.938	150.832
720.000	154.953	146.084	148.016
729.000	160.510	155.509	152.728
722.000	153.196	146.084	148.016
726.000	155.095	150.796	148.150
726.000	156.267	150.796	149.817
724.000	156.853	150.796	149.817
723.000	156.024	149.226	150.142
723.000	156.610	149.226	149.586
721.000	159.196	150.796	152.038
728.000	154.853	149.226	149.586
722.000	156.024	149.226	149.031
721.000	154.953	146.084	148.571
724.000	156.610	149.226	149.031
725.000	156.853	150.796	149.817
721.000	157.681	152.367	150.602
724.000	157.782	149.226	150.697
725.000	157.782	149.226	151.253
724.000	156.024	149.226	149.031
726.000	158.024	150.796	150.927
725.000	157.681	152.367	151.157
728.000	158.267	152.367	151.157
718.000	154.510	150.796	147.595
727.000	154.853	149.226	147.920
721.000	156.024	149.226	149.031
720.000	158.510	153.938	150.832
727.000	157.196	149.226	150.697
729.000	154.024	147.655	147.690
726.000	157.439	150.796	150.927
726.000	157.095	152.367	150.602
725.000	158.267	152.367	150.602
723.000	157.095	152.367	151.157
723.000	152.368	144.513	146.675
726.000	156.024	149.226	149.586
719.000	154.024	147.655	147.690
715.000	154.610	147.655	148.246
720.000	155.338	152.367	148.380
727.000	152.953	144.513	146.675
725.000	156.024	149.226	150.142
716.000	154.125	144.513	147.230
723.000	155.782	147.655	148.801
720.000	159.439	152.367	152.823
726.000	156.368	147.655	149.356
729.000	155.196	147.655	147.690
724.000	155.782	147.655	148.801
726.000	155.439	149.226	148.476
721.000	155.782	147.655	148.801
725.000	158.267	152.367	150.602
723.000	156.610	149.226	150.697
727.000	156.853	150.796	149.817
727.000	155.439	149.226	149.031
728.000	156.853	150.796	149.261
722.000	156.610	149.226	150.142
724.000	153.681	149.226	147.365
725.000	156.853	150.796	149.261
727.000	156.953	147.655	149.912
720.000	156.024	149.226	149.031
722.000	158.510	153.938	150.832
723.000	156.267	150.796	148.706
727.000	155.439	149.226	149.586
722.000	157.782	149.226	150.697
731.000	152.267	147.655	146.024
723.000	155.439	149.226	149.031
721.000	155.095	150.796	148.150
724.000	155.196	147.655	148.801
723.000	158.510	153.938	150.832
727.000	155.924	152.367	149.491
724.000	157.439	150.796	150.927
724.000	156.510	152.367	149.491
719.000	156.267	150.796	148.706
724.000	156.368	147.655	149.356
723.000	155.782	147.655	149.356
717.000	152.024	146.084	145.239
723.000	157.095	152.367	149.491
724.000	156.510	152.367	149.491
722.000	156.853	150.796	149.817
729.000	156.510	152.367	149.491
725.000	156.610	149.226	150.142
719.000	157.095	152.367	149.491
729.000	154.125	144.513	147.230
720.000	155.782	147.655	149.912
726.000	155.681	150.796	149.261
726.000	155.095	150.796	148.150
725.000	159.924	155.509	152.173
720.000	154.610	147.655	147.690
729.000	152.853	147.655	146.580
723.000	156.024	149.226	149.586
723.000	155.439	149.226	147.920
724.000	159.681	153.938	151.387
724.000	156.853	150.796	149.817
725.000	156.610	149.226	150.142
721.000	156.024	149.226	150.697
722.000	155.924	152.367	148.380
725.000	155.439	149.226	149.031
723.000	153.681	149.226	147.365
720.000	157.439	150.796	149.817
723.000	155.439	149.226	148.476
723.000	154.024	147.655	147.135
723.000	153.681	149.226	146.810
728.000	156.853	150.796	149.261
721.000	156.853	150.796	149.261
724.000	157.782	149.226	150.142
727.000	157.439	150.796	151.483
723.000	155.681	150.796	148.706
724.000	155.095	150.796	147.595
721.000	152.510	149.226	146.254
720.000	154.610	147.655	147.135
726.000	157.095	152.367	150.047
725.000	160.267	153.938	151.943
717.000	156.610	149.226	149.586
723.000	153.924	150.796	147.595
723.000	155.095	150.796	149.261
722.000	154.853	149.226	148.476
726.000	156.267	150.796	149.261
721.000	151.539	142.942	145.334
725.000	157.439	150.796	150.927
721.000	156.610	149.226	150.142
726.000	157.681	152.367	150.602
721.000	154.610	147.655	147.690
722.000	156.267	150.796	148.706
720.000	152.610	146.084	146.350
730.000	157.782	149.226	150.697
720.000	156.368	147.655	148.801
725.000	155.196	147.655	148.246
722.000	155.782	147.655	148.801
715.000	152.953	144.513	147.230
723.000	158.853	152.367	152.823
727.000	156.024	149.226	148.476
720.000	152.853	147.655	146.580
726.000	154.368	146.084	147.460
720.000	152.267	147.655	146.024
729.000	156.267	150.796	149.261
722.000	156.024	149.226	149.586
724.000	155.439	149.226	147.365
722.000	157.439	150.796	149.817
727.000	158.267	152.367	151.157
718.000	159.095	153.938	151.387
721.000	157.439	150.796	150.927
726.000	157.681	152.367	149.491
727.000	158.267	152.367	151.157
723.000	154.267	149.226	147.920
721.000	157.196	149.226	150.697
724.000	156.024	149.226	149.031
724.000	155.196	147.655	148.801
719.000	157.681	152.367	150.602
720.000	157.338	153.938	149.721
728.000	156.610	149.226	150.697
723.000	157.681	152.367	150.047
723.000	157.439	150.796	151.483
725.000	153.095	149.226	146.810
722.000	154.953	146.084	148.016
729.000	157.095	152.367	150.602
723.000	158.024	150.796	151.483
726.000	154.610	147.655	148.246
725.000	154.267	149.226	147.365
724.000	157.681	152.367	150.047
717.000	153.782	146.084	147.460
721.000	152.510	149.226	146.810
724.000	154.510	150.796	147.040
721.000	159.439	152.367	152.268
723.000	157.439	150.796	150.927
724.000	158.510	153.938	150.832
720.000	154.610	147.655	148.246
723.000	151.681	147.655	146.024
725.000	153.782	146.084	146.905
728.000	155.196	147.655	148.246
725.000	155.782	147.655	149.356
726.000	157.782	149.226	150.697
725.000	152.510	149.226	146.254
721.000	153.782	146.084	146.905
726.000	158.610	150.796	152.593
733.000	155.439	149.226	149.031
731.000	156.853	150.796	149.817
724.000	158.610	150.796	152.038
724.000	156.267	150.796	149.817
726.000	154.510	150.796	148.150
726.000	157.196	149.226	149.586
724.000	156.953	147.655	149.912
730.000	154.953	146.084	148.016
722.000	156.125	146.084	149.126
723.000	158.368	149.226	151.253
734.000	155.924	152.367	149.491
725.000	156.024	149.226	149.586
723.000	155.196	147.655	147.690
723.000	157.196	149.226	150.697
724.000	154.368	146.084	146.905
721.000	154.368	146.084	148.016
730.000	155.924	152.367	148.936
718.000	151.681	147.655	145.469
724.000	153.782	146.084	147.460
721.000	154.853	149.226	148.476
724.000	153.782	146.084	147.460
718.000	157.095	152.367	149.491
719.000	153.095	149.226	146.254
720.000	158.510	153.938	151.387
719.000	152.610	146.084	145.239
722.000	155.095	150.796	148.706
724.000	155.095	150.796	148.150
724.000	157.095	152.367	150.047
722.000	155.196	147.655	148.246
724.000	156.510	152.367	148.380
722.000	153.095	149.226	146.810
720.000	155.439	149.226	148.476
734.000	154.368	146.084	147.460
724.000	156.610	149.226	150.697
727.000	156.853	150.796	150.927
719.000	157.095	152.367	150.602
724.000	159.095	153.938	151.943
729.000	156.024	149.226	149.586
721.000	156.024	149.226	149.031
725.000	153.681	149.226	147.920
724.000	155.439	149.226	149.031
726.000	155.095	150.796	148.150
727.000	156.510	152.367	149.491
724.000	154.853	149.226	147.920
724.000	158.024	150.796	152.038
723.000	156.853	150.796	149.261
720.000	156.368	147.655	148.801
719.000	155.095	150.796	148.150
719.000	157.681	152.367	150.047
717.000	156.024	149.226	149.031
726.000	154.853	149.226	148.476
722.000	158.024	150.796	151.483
727.000	153.782	146.084	146.905
728.000	158.853	152.367	151.157
723.000	158.267	152.367	150.602
723.000	157.196	149.226	150.697
722.000	154.267	149.226	148.476
724.000	152.368	144.513	145.564
