Area	ImageJ	Crofton2	Crofton4
1758.000	182.167	174.358	174.371
1765.000	181.723	179.071	174.506
1759.000	181.681	171.217	174.466
1760.000	181.137	179.071	174.506
1761.000	182.894	179.071	175.616
1759.000	181.782	168.075	174.006
1762.000	181.380	180.642	174.736
1766.000	181.823	175.929	174.045
1763.000	181.037	182.212	174.410
1762.000	181.196	168.075	173.451
1763.000	183.480	179.071	175.616
1762.000	182.652	177.500	175.386
1762.000	182.368	168.075	174.561
1767.000	182.309	179.071	175.061
1759.000	181.966	180.642	174.736
1761.000	181.622	182.212	174.966
1759.000	181.782	168.075	174.006
1760.000	180.794	180.642	173.625
1767.000	181.622	182.212	174.966
1762.000	180.551	179.071	173.395
1764.000	182.309	179.071	175.061
1760.000	182.953	168.075	175.117
1750.000	180.125	164.934	172.435
1761.000	182.368	168.075	174.561
1761.000	181.782	168.075	174.006
1764.000	181.137	179.071	173.950
1754.000	180.711	164.934	172.991
1757.000	180.125	164.934	172.435
1760.000	180.208	180.642	173.069
1766.000	182.368	168.075	174.561
1765.000	182.510	172.788	174.696
1763.000	183.681	172.788	175.807
1764.000	181.539	166.504	173.776
1761.000	181.338	172.788	174.141
1763.000	181.539	166.504	173.776
1764.000	181.723	179.071	174.506
1762.000	184.066	179.071	176.727
1751.000	179.966	179.071	172.839
1763.000	180.794	180.642	173.625
1759.000	182.610	169.646	174.791
1761.000	181.480	177.500	173.720
1756.000	182.368	168.075	174.561
1762.000	182.309	179.071	175.061
1756.000	181.196	168.075	173.451
1759.000	180.894	177.500	173.165
1760.000	180.953	166.504	173.221
1767.000	183.095	172.788	175.251
1760.000	182.853	171.217	175.021
1761.000	180.794	180.642	173.625
1766.000	183.480	179.071	175.616
1761.000	183.196	169.646	175.347
1757.000	181.581	174.358	174.371
1762.000	182.652	177.500	174.831
1759.000	180.208	180.642	173.625
1761.000	182.995	175.929	175.156
1765.000	181.380	180.642	174.736
1762.000	183.196	169.646	175.347
1764.000	184.267	172.788	176.362
1760.000	182.368	168.075	174.561
1765.000	183.823	177.500	175.942
1761.000	182.167	174.358	174.926
1768.000	181.924	172.788	174.141
1768.000	182.024	169.646	174.236
1767.000	182.309	179.071	174.506
1767.000	182.610	169.646	174.791
1763.000	181.924	172.788	174.141
1762.000	180.953	166.504	173.221
1764.000	180.794	180.642	174.180
1761.000	180.711	164.934	172.991
1766.000	183.137	180.642	175.846
1754.000	183.196	169.646	175.347
1763.000	180.208	180.642	173.625
1754.000	181.924	172.788	174.141
1763.000	182.309	179.071	175.061
1768.000	182.368	168.075	174.561
1766.000	180.953	166.504	173.221
1754.000	181.782	168.075	174.006
1764.000	180.794	180.642	174.180
1756.000	182.024	169.646	174.236
1761.000	182.368	168.075	174.561
