Area	ImageJ	Crofton2	Crofton4
1935.000	188.752	179.071	180.614
1937.000	190.267	177.500	182.051
1926.000	190.208	188.496	182.550
1930.000	189.622	188.496	181.439
1934.000	190.208	188.496	182.550
1932.000	189.037	188.496	181.995
1932.000	190.610	175.929	182.376
1929.000	190.451	190.066	182.780
1934.000	190.794	188.496	183.105
1935.000	192.024	177.500	183.161
1934.000	189.137	185.354	180.979
1938.000	189.823	182.212	181.075
1930.000	187.622	186.925	180.099
1933.000	190.794	188.496	182.550
1934.000	188.309	183.783	180.749
1932.000	188.752	179.071	180.614
1936.000	190.794	188.496	182.550
1934.000	191.439	177.500	183.161
1935.000	189.622	188.496	181.439
1934.000	190.024	175.929	181.820
1934.000	190.853	177.500	182.051
1931.000	190.610	175.929	182.376
1940.000	189.095	177.500	180.940
1930.000	189.622	188.496	182.550
1932.000	189.966	186.925	182.875
1935.000	190.024	175.929	181.820
1931.000	190.208	188.496	182.550
1933.000	188.066	182.212	179.964
1931.000	191.196	175.929	182.376
1931.000	188.894	183.783	180.749
1937.000	189.439	175.929	181.265
1932.000	190.510	179.071	181.725
1927.000	189.782	174.358	181.590
1933.000	189.581	180.642	181.400
1930.000	189.095	177.500	180.940
1934.000	188.894	183.783	181.305
1934.000	189.924	179.071	181.725
1932.000	189.622	188.496	181.995
1932.000	189.681	177.500	180.940
1934.000	188.794	186.925	181.209
1941.000	189.196	174.358	180.480
1928.000	188.409	180.642	180.289
1935.000	189.480	183.783	181.860
1930.000	188.794	186.925	180.654
1938.000	189.865	190.066	182.780
1936.000	190.451	190.066	182.780
1936.000	190.208	188.496	182.550
1939.000	189.480	183.783	181.305
1931.000	190.066	183.783	181.860
1930.000	189.137	185.354	180.979
1935.000	189.380	186.925	182.320
1931.000	188.208	186.925	180.654
1935.000	188.610	174.358	180.480
1931.000	190.409	182.212	181.630
1930.000	191.439	177.500	183.161
1933.000	189.622	188.496	182.550
1933.000	190.024	175.929	181.820
1938.000	191.622	190.066	183.335
1933.000	189.681	177.500	180.940
1938.000	189.823	182.212	181.630
1933.000	189.823	182.212	181.630
1931.000	188.309	183.783	180.749
1939.000	189.823	182.212	181.630
1927.000	188.853	175.929	180.710
1935.000	191.196	175.929	182.376
1938.000	189.196	174.358	181.035
1935.000	189.380	186.925	182.320
1930.000	187.480	182.212	179.964
1930.000	189.380	186.925	181.209
1936.000	189.095	177.500	180.940
1927.000	188.652	182.212	180.519
1936.000	190.267	177.500	181.495
1933.000	191.196	175.929	182.931
1937.000	189.966	186.925	182.320
1931.000	189.380	186.925	181.209
1934.000	189.581	180.642	181.400
1929.000	189.622	188.496	181.995
1936.000	189.782	174.358	181.590
1933.000	189.439	175.929	180.710
1935.000	189.622	188.496	181.439
1938.000	189.380	186.925	181.765
1938.000	190.610	175.929	181.820
1931.000	189.095	177.500	180.384
1931.000	189.782	174.358	181.035
1936.000	190.510	179.071	181.725
1937.000	191.037	190.066	183.891
1936.000	190.794	188.496	182.550
1930.000	189.238	182.212	180.519
1935.000	189.539	172.788	180.805
1933.000	189.137	185.354	181.535
1940.000	188.208	186.925	181.209
1930.000	190.024	175.929	181.265
1938.000	190.853	177.500	182.606
