Area	ImageJ	Crofton2	Crofton4
1705.000	176.551	175.929	169.603
1698.000	175.539	161.792	168.088
1703.000	175.640	158.650	167.628
1705.000	177.924	169.646	170.348
1696.000	176.409	171.217	168.357
1703.000	176.551	175.929	169.603
1706.000	176.066	172.788	168.587
1707.000	178.167	171.217	170.579
1706.000	175.380	175.929	168.492
1698.000	175.539	161.792	168.088
1702.000	177.439	166.504	169.333
1700.000	176.309	174.358	169.373
1706.000	175.137	174.358	168.262
1704.000	177.238	172.788	169.698
1700.000	175.296	160.221	167.858
1705.000	176.995	171.217	169.468
1706.000	176.794	177.500	169.833
1711.000	177.924	169.646	170.348
1698.000	175.380	175.929	168.492
1705.000	176.468	160.221	168.968
1699.000	175.380	175.929	168.492
1697.000	175.723	174.358	167.706
1702.000	175.622	177.500	168.722
1697.000	176.652	172.788	169.142
1702.000	176.995	171.217	169.468
1701.000	176.853	166.504	169.333
1707.000	176.208	177.500	169.277
1698.000	177.338	169.646	169.793
1700.000	176.125	161.792	168.643
1704.000	176.953	163.363	169.428
1700.000	177.681	168.075	170.118
1699.000	174.551	174.358	167.706
1702.000	175.622	177.500	168.722
1695.000	174.208	175.929	167.381
1699.000	176.610	164.934	169.103
1707.000	176.208	177.500	169.277
1705.000	177.137	175.929	169.603
1701.000	175.882	160.221	168.413
1699.000	176.652	172.788	169.142
1702.000	176.953	163.363	169.428
1702.000	176.409	171.217	168.912
1701.000	176.610	164.934	169.103
1701.000	175.380	175.929	168.492
1699.000	176.551	175.929	169.603
1696.000	176.125	161.792	168.643
1700.000	175.137	174.358	168.262
1698.000	175.622	177.500	168.722
1706.000	177.823	172.788	170.253
1702.000	175.054	158.650	167.628
1704.000	176.894	174.358	169.373
1699.000	175.882	160.221	168.413
1700.000	175.622	177.500	168.722
1695.000	175.782	163.363	168.318
1701.000	175.622	177.500	168.722
1703.000	177.095	168.075	169.563
1711.000	176.953	163.363	169.428
1706.000	176.468	160.221	168.968
1705.000	176.995	171.217	169.468
1706.000	176.208	177.500	169.277
1705.000	175.622	177.500	168.722
1697.000	175.380	175.929	168.492
1703.000	176.610	164.934	169.103
1700.000	175.882	160.221	168.413
1703.000	177.238	172.788	169.698
1696.000	175.882	160.221	168.413
1704.000	176.267	166.504	168.778
1697.000	177.480	174.358	169.928
1700.000	176.267	166.504	168.778
1699.000	176.510	168.075	169.008
1699.000	177.196	164.934	169.658
1698.000	175.882	160.221	168.413
1700.000	177.480	174.358	169.928
1701.000	175.882	160.221	168.413
1704.000	177.196	164.934	169.658
1701.000	177.480	174.358	169.928
1703.000	177.095	168.075	169.563
1707.000	177.196	164.934	169.658
1707.000	177.238	172.788	169.698
1701.000	177.238	172.788	169.698
1697.000	176.167	169.646	168.682
1701.000	175.966	175.929	169.047
1703.000	176.995	171.217	169.468
1710.000	177.296	161.792	169.754
1701.000	175.622	177.500	168.167
1699.000	178.024	166.504	170.444
1699.000	176.267	166.504	168.778
1701.000	175.622	177.500	168.722
1701.000	176.853	166.504	169.333
1702.000	175.539	161.792	168.088
1706.000	176.953	163.363	169.428
1705.000	175.622	177.500	168.722
1703.000	175.380	175.929	168.492
1707.000	175.380	175.929	168.492
1704.000	177.823	172.788	170.253
1701.000	174.468	158.650	167.072
1704.000	175.622	177.500	168.167
1704.000	176.208	177.500	168.722
1695.000	176.610	164.934	169.103
1704.000	177.338	169.646	169.793
1702.000	177.338	169.646	169.793
1701.000	175.137	174.358	168.262
1701.000	175.882	160.221	168.413
1702.000	177.338	169.646	169.793
1697.000	175.622	177.500	168.722
1701.000	176.309	174.358	169.373
1698.000	174.794	175.929	167.936
1695.000	175.723	174.358	168.262
1706.000	177.681	168.075	170.118
1703.000	176.711	161.792	169.198
1703.000	176.510	168.075	169.008
