Area	ImageJ	Crofton2	Crofton4
1830.000	167.581	163.363	160.543
1834.000	168.125	155.509	161.058
1836.000	167.782	157.080	160.733
1832.000	168.409	164.934	160.773
1840.000	168.368	157.080	161.289
1835.000	168.610	158.650	161.519
1840.000	168.652	166.504	162.113
1838.000	168.409	164.934	161.328
1836.000	168.510	161.792	161.423
1836.000	168.752	163.363	161.653
1838.000	168.368	157.080	161.289
1836.000	168.409	164.934	161.328
1837.000	168.024	158.650	160.963
1835.000	166.953	155.509	159.948
1831.000	168.024	158.650	160.963
1836.000	167.581	163.363	160.543
1835.000	168.610	158.650	161.519
1839.000	167.823	164.934	161.328
1836.000	167.782	157.080	160.733
1833.000	168.368	157.080	161.289
1829.000	168.652	166.504	161.558
1837.000	168.510	161.792	161.423
1838.000	169.823	166.504	162.669
1839.000	167.823	164.934	160.217
1841.000	168.510	161.792	161.423
1835.000	168.167	163.363	161.098
1838.000	169.095	161.792	161.979
1835.000	168.853	160.221	161.749
1833.000	167.581	163.363	159.987
1835.000	168.510	161.792	161.423
1834.000	168.409	164.934	160.773
1838.000	168.953	157.080	161.289
1833.000	167.823	164.934	161.328
1839.000	169.095	161.792	161.979
1829.000	166.995	163.363	159.987
1840.000	167.539	155.509	160.503
1840.000	168.409	164.934	161.328
1835.000	168.125	155.509	161.058
1840.000	168.368	157.080	161.289
1832.000	168.267	160.221	161.193
1827.000	167.581	163.363	159.987
1842.000	169.924	163.363	162.764
1834.000	169.095	161.792	161.979
1842.000	169.581	164.934	162.439
1832.000	168.267	160.221	161.193
1839.000	168.409	164.934	161.328
1833.000	167.782	157.080	160.733
1831.000	168.267	160.221	160.638
1830.000	166.652	164.934	160.217
1832.000	167.539	155.509	160.503
1835.000	168.066	166.504	161.558
1835.000	168.125	155.509	161.058
1829.000	167.581	163.363	160.543
1831.000	167.924	161.792	160.868
1835.000	168.995	164.934	161.883
1836.000	168.995	164.934	161.883
1839.000	168.510	161.792	161.423
1839.000	167.823	164.934	160.217
1834.000	168.409	164.934	160.773
1836.000	168.024	158.650	160.963
1833.000	166.995	163.363	159.987
1835.000	170.024	160.221	162.859
1831.000	167.238	164.934	160.217
1830.000	166.652	164.934	159.662
1836.000	167.782	157.080	160.733
1840.000	168.409	164.934	161.328
1840.000	169.095	161.792	161.979
1841.000	167.480	166.504	161.003
1835.000	167.782	157.080	160.733
1832.000	167.581	163.363	160.543
1841.000	168.610	158.650	161.519
1838.000	169.924	163.363	162.764
1839.000	168.652	166.504	161.558
1834.000	168.409	164.934	161.328
1837.000	168.995	164.934	161.883
1835.000	168.167	163.363	161.098
1836.000	168.409	164.934	160.773
1832.000	169.338	163.363	162.209
1827.000	166.409	163.363	159.987
1838.000	169.196	158.650	162.074
1837.000	168.368	157.080	161.289
1839.000	167.539	155.509	160.503
1836.000	168.066	166.504	161.558
1832.000	168.368	157.080	161.289
1832.000	168.995	164.934	161.883
1837.000	169.581	164.934	162.439
1838.000	170.510	163.363	163.319
1830.000	168.066	166.504	161.003
1833.000	167.823	164.934	160.773
1839.000	167.823	164.934	161.328
1832.000	168.368	157.080	161.289
1832.000	168.167	163.363	161.098
1829.000	168.853	160.221	161.193
1838.000	169.338	163.363	162.209
1832.000	167.681	160.221	160.638
1839.000	169.924	163.363	162.764
1830.000	168.510	161.792	160.868
1839.000	168.267	160.221	161.193
1833.000	168.024	158.650	160.963
1836.000	167.238	164.934	160.217
1836.000	168.752	163.363	161.653
1841.000	169.823	166.504	162.669
1833.000	168.066	166.504	161.558
1836.000	168.510	161.792	161.423
1837.000	168.853	160.221	161.749
1832.000	168.267	160.221	161.193
1839.000	168.510	161.792	161.423
1833.000	168.409	164.934	161.328
1836.000	169.095	161.792	161.979
1842.000	167.539	155.509	160.503
1830.000	167.480	166.504	160.447
1833.000	166.652	164.934	160.217
1835.000	168.409	164.934	161.328
1839.000	168.066	166.504	161.558
1837.000	168.853	160.221	161.749
1832.000	167.924	161.792	160.868
1839.000	168.368	157.080	161.289
1834.000	168.267	160.221	161.193
1828.000	168.368	157.080	161.289
1829.000	168.024	158.650	160.963
1837.000	169.095	161.792	161.979
1837.000	168.368	157.080	161.289
1832.000	167.681	160.221	160.638
1837.000	169.196	158.650	162.074
1833.000	168.510	161.792	161.423
1834.000	168.167	163.363	161.098
1841.000	169.196	158.650	162.074
1836.000	168.167	163.363	160.543
1835.000	167.782	157.080	160.733
1833.000	168.167	163.363	161.098
1835.000	167.823	164.934	160.773
1831.000	167.581	163.363	160.543
1836.000	168.610	158.650	161.519
1837.000	166.953	155.509	159.948
1831.000	169.581	164.934	162.439
1835.000	168.510	161.792	161.423
1837.000	168.368	157.080	161.289
1843.000	168.652	166.504	161.558
1839.000	169.782	158.650	162.629
1838.000	167.823	164.934	161.328
1836.000	168.368	157.080	161.289
1828.000	167.539	155.509	160.503
1832.000	168.853	160.221	161.749
1836.000	168.610	158.650	161.519
1831.000	167.924	161.792	160.868
1836.000	167.539	155.509	160.503
1839.000	168.610	158.650	161.519
1833.000	167.539	155.509	160.503
1840.000	169.196	158.650	162.074
1832.000	169.439	160.221	162.304
1837.000	168.066	166.504	161.003
1836.000	168.267	160.221	161.193
1831.000	168.368	157.080	160.733
1840.000	168.752	163.363	161.653
1833.000	170.024	160.221	162.859
1838.000	168.652	166.504	162.113
1831.000	166.953	155.509	159.948
1831.000	167.782	157.080	160.733
1833.000	168.267	160.221	161.193
1832.000	167.782	157.080	160.178
1839.000	168.610	158.650	161.519
1833.000	167.581	163.363	160.543
1838.000	168.853	160.221	161.749
1840.000	168.066	166.504	161.003
1837.000	168.409	164.934	161.328
1840.000	167.782	157.080	160.733
1835.000	168.267	160.221	161.193
1833.000	168.752	163.363	161.653
1835.000	168.610	158.650	161.519
1838.000	169.095	161.792	161.979
1836.000	167.581	163.363	160.543
1830.000	169.338	163.363	161.653
1833.000	167.539	155.509	160.503
1837.000	168.752	163.363	161.098
1831.000	167.238	164.934	160.217
1833.000	167.823	164.934	161.328
1829.000	168.167	163.363	161.098
1838.000	168.853	160.221	161.749
1831.000	168.610	158.650	161.519
1838.000	168.024	158.650	160.963
1837.000	168.368	157.080	161.289
1834.000	168.024	158.650	160.963
1835.000	167.823	164.934	160.773
1833.000	168.409	164.934	160.773
1835.000	168.853	160.221	161.749
1834.000	169.095	161.792	161.979
1827.000	166.711	153.938	159.718
1834.000	168.368	157.080	161.289
1836.000	169.782	158.650	162.629
1835.000	168.267	160.221	161.193
1837.000	168.167	163.363	161.098
1836.000	168.024	158.650	160.963
1832.000	168.167	163.363	161.098
1838.000	168.652	166.504	161.558
1835.000	168.024	158.650	160.963
1837.000	168.510	161.792	161.423
1835.000	167.238	164.934	160.773
1835.000	168.167	163.363	161.098
1833.000	167.539	155.509	160.503
1839.000	168.368	157.080	161.289
1834.000	167.782	157.080	160.733
1837.000	167.924	161.792	160.868
1832.000	167.681	160.221	160.638
1839.000	168.995	164.934	161.883
1832.000	166.652	164.934	160.217
1833.000	167.823	164.934	160.773
1840.000	168.853	160.221	161.749
1835.000	169.338	163.363	162.209
1837.000	168.510	161.792	161.423
1833.000	169.095	161.792	161.423
1836.000	167.539	155.509	160.503
1834.000	168.409	164.934	161.328
1832.000	168.510	161.792	161.423
1836.000	169.095	161.792	161.979
1836.000	168.752	163.363	161.653
1834.000	168.267	160.221	161.193
1837.000	168.368	157.080	161.289
1836.000	168.409	164.934	161.328
1836.000	168.368	157.080	161.289
1838.000	169.924	163.363	162.209
1835.000	168.368	157.080	161.289
1835.000	168.267	160.221	161.193
1835.000	168.024	158.650	160.963
1839.000	169.439	160.221	162.304
1835.000	167.539	155.509	160.503
1841.000	169.681	161.792	162.534
1830.000	168.368	157.080	161.289
1838.000	169.095	161.792	161.979
1836.000	168.995	164.934	162.439
1827.000	167.782	157.080	160.733
1837.000	169.095	161.792	161.423
1835.000	169.238	166.504	162.113
1833.000	168.752	163.363	161.653
1836.000	168.610	158.650	161.519
1832.000	167.924	161.792	160.868
1835.000	167.782	157.080	160.733
1844.000	168.853	160.221	161.749
1832.000	168.752	163.363	161.653
1839.000	169.338	163.363	162.209
1837.000	167.581	163.363	160.543
1834.000	168.368	157.080	161.289
1834.000	168.610	158.650	161.519
1839.000	169.196	158.650	162.074
1837.000	169.439	160.221	162.304
1837.000	167.480	166.504	161.003
1834.000	167.782	157.080	160.733
1834.000	167.238	164.934	160.217
1835.000	169.095	161.792	161.423
1827.000	168.024	158.650	160.963
1834.000	168.167	163.363	161.098
1832.000	168.267	160.221	160.638
1832.000	168.267	160.221	161.193
1833.000	168.652	166.504	161.558
1836.000	168.368	157.080	161.289
1837.000	168.510	161.792	161.423
1836.000	168.853	160.221	161.749
1834.000	167.782	157.080	160.733
1840.000	168.409	164.934	161.328
1829.000	167.782	157.080	160.733
1838.000	168.409	164.934	161.328
1834.000	169.095	161.792	161.979
1832.000	168.409	164.934	161.328
1833.000	168.752	163.363	161.653
1833.000	167.581	163.363	160.543
1842.000	168.167	163.363	161.098
1838.000	168.995	164.934	161.883
1835.000	167.924	161.792	160.868
1838.000	168.368	157.080	160.733
1833.000	168.853	160.221	161.749
1839.000	169.681	161.792	162.534
1834.000	168.752	163.363	161.653
1830.000	167.439	158.650	160.408
1837.000	168.610	158.650	161.519
1837.000	168.995	164.934	161.883
1833.000	167.782	157.080	160.733
1836.000	166.953	155.509	159.948
1834.000	167.539	155.509	160.503
1833.000	168.024	158.650	160.963
1834.000	169.681	161.792	162.534
1837.000	168.409	164.934	161.328
1838.000	168.995	164.934	161.883
1838.000	168.409	164.934	161.328
1831.000	167.782	157.080	160.733
1835.000	169.095	161.792	161.979
1830.000	166.652	164.934	160.217
1838.000	168.368	157.080	161.289
1831.000	167.823	164.934	160.773
1835.000	167.238	164.934	160.217
1834.000	168.610	158.650	160.963
1833.000	167.539	155.509	160.503
1833.000	168.610	158.650	161.519
1837.000	168.510	161.792	161.423
1837.000	166.711	153.938	159.718
1836.000	168.995	164.934	161.883
1835.000	168.167	163.363	161.098
1836.000	168.995	164.934	161.883
1836.000	167.782	157.080	160.733
1831.000	167.338	161.792	160.313
1836.000	169.238	166.504	162.113
1833.000	167.539	155.509	160.503
1837.000	168.610	158.650	161.519
1827.000	167.196	157.080	160.178
1833.000	168.752	163.363	161.653
1836.000	168.610	158.650	161.519
1837.000	168.610	158.650	160.963
1845.000	168.853	160.221	161.749
1841.000	168.652	166.504	161.558
1843.000	168.368	157.080	161.289
1834.000	168.610	158.650	161.519
1835.000	168.995	164.934	161.328
1835.000	168.368	157.080	161.289
1834.000	168.024	158.650	160.408
1837.000	168.167	163.363	161.098
1842.000	168.610	158.650	161.519
1834.000	168.409	164.934	161.328
1834.000	168.953	157.080	161.289
1829.000	166.125	153.938	159.162
1832.000	168.024	158.650	160.963
1835.000	167.823	164.934	160.773
1832.000	168.167	163.363	161.098
1837.000	168.752	163.363	161.653
1838.000	168.995	164.934	161.883
1832.000	167.681	160.221	160.638
1837.000	167.823	164.934	160.773
1841.000	168.368	157.080	161.289
1836.000	168.409	164.934	161.328
1838.000	168.652	166.504	162.113
1837.000	170.024	160.221	162.859
1832.000	167.581	163.363	160.543
1833.000	168.510	161.792	161.423
1834.000	169.095	161.792	161.979
1841.000	169.823	166.504	162.669
1838.000	168.024	158.650	160.963
1839.000	169.439	160.221	162.304
1829.000	167.238	164.934	160.217
1834.000	167.782	157.080	160.733
1832.000	168.610	158.650	161.519
1833.000	167.782	157.080	160.733
1840.000	168.368	157.080	161.289
1836.000	168.409	164.934	160.773
1835.000	168.510	161.792	161.423
1835.000	168.610	158.650	161.519
1837.000	168.267	160.221	161.193
1830.000	167.823	164.934	160.773
1830.000	168.752	163.363	161.653
1841.000	168.995	164.934	161.883
1839.000	168.752	163.363	161.653
1838.000	168.995	164.934	161.883
1835.000	168.409	164.934	161.328
1834.000	167.924	161.792	160.868
1838.000	167.539	155.509	160.503
1841.000	169.439	160.221	162.304
1838.000	168.167	163.363	161.098
1839.000	168.652	166.504	161.558
1837.000	168.066	166.504	161.558
1830.000	167.681	160.221	160.638
1834.000	169.439	160.221	161.749
1839.000	168.125	155.509	161.058
1836.000	168.853	160.221	161.749
1842.000	168.610	158.650	161.519
1834.000	168.409	164.934	161.328
1839.000	168.368	157.080	161.289
1834.000	168.853	160.221	161.749
1838.000	168.752	163.363	161.098
1831.000	167.823	164.934	160.773
1836.000	168.368	157.080	161.289
1838.000	168.368	157.080	161.289
1836.000	169.681	161.792	162.534
1834.000	168.853	160.221	161.193
1836.000	167.782	157.080	160.733
1833.000	168.024	158.650	160.963
1839.000	168.167	163.363	161.098
1839.000	168.752	163.363	161.653
1832.000	166.995	163.363	159.987
1839.000	168.368	157.080	161.289
1834.000	168.167	163.363	161.098
1837.000	169.095	161.792	161.979
1833.000	168.368	157.080	161.289
1833.000	167.439	158.650	160.408
1837.000	167.823	164.934	160.773
1839.000	169.439	160.221	162.304
1837.000	168.510	161.792	161.423
1833.000	168.409	164.934	161.328
1841.000	168.652	166.504	162.113
1836.000	167.238	164.934	160.217
1837.000	168.953	157.080	161.844
1833.000	168.024	158.650	160.963
1838.000	168.409	164.934	161.328
1835.000	167.539	155.509	160.503
1836.000	168.024	158.650	160.963
1838.000	168.853	160.221	161.749
1834.000	168.853	160.221	161.749
1834.000	168.510	161.792	161.423
1837.000	167.539	155.509	160.503
1839.000	167.782	157.080	160.733
1840.000	168.752	163.363	161.653
1838.000	168.652	166.504	161.558
1838.000	168.953	157.080	161.844
1833.000	167.581	163.363	160.543
1838.000	167.823	164.934	161.328
1834.000	168.267	160.221	161.193
1836.000	169.338	163.363	162.209
1836.000	167.924	161.792	160.868
1838.000	168.995	164.934	161.883
1826.000	167.196	157.080	160.178
1836.000	168.853	160.221	161.749
1842.000	169.095	161.792	161.979
1836.000	168.510	161.792	161.423
1837.000	169.338	163.363	162.209
1836.000	167.823	164.934	161.328
1832.000	167.581	163.363	160.543
1838.000	169.095	161.792	161.979
1835.000	168.752	163.363	161.653
1831.000	169.095	161.792	161.979
1833.000	167.681	160.221	160.638
1840.000	169.439	160.221	162.304
1832.000	168.610	158.650	161.519
1834.000	167.782	157.080	160.733
1835.000	168.368	157.080	161.289
1836.000	167.782	157.080	160.733
1833.000	168.368	157.080	161.289
1837.000	167.238	164.934	160.217
1831.000	167.539	155.509	160.503
1837.000	167.539	155.509	160.503
1832.000	167.681	160.221	160.638
1832.000	167.823	164.934	160.217
1830.000	167.539	155.509	160.503
1833.000	168.167	163.363	161.098
1835.000	168.368	157.080	161.289
1832.000	167.782	157.080	160.733
1836.000	168.610	158.650	161.519
1838.000	168.409	164.934	161.328
1840.000	167.238	164.934	160.217
1835.000	167.782	157.080	160.733
1837.000	168.368	157.080	160.733
1835.000	168.368	157.080	160.733
1833.000	168.409	164.934	161.328
1832.000	167.823	164.934	160.773
1837.000	168.167	163.363	161.098
1838.000	167.581	163.363	160.543
1836.000	167.539	155.509	160.503
1835.000	168.610	158.650	161.519
1833.000	168.409	164.934	160.773
1836.000	167.782	157.080	160.733
1835.000	168.510	161.792	161.423
1838.000	168.953	157.080	161.844
1835.000	167.782	157.080	160.733
1839.000	168.125	155.509	161.058
1838.000	168.610	158.650	161.519
1837.000	168.752	163.363	161.653
1843.000	169.196	158.650	162.074
1838.000	168.853	160.221	161.749
1836.000	168.752	163.363	161.653
1830.000	166.995	163.363	159.987
1835.000	168.409	164.934	160.773
1838.000	168.024	158.650	160.963
1833.000	167.539	155.509	160.503
1835.000	167.782	157.080	160.733
1837.000	169.439	160.221	162.304
1831.000	167.924	161.792	160.868
1827.000	166.752	161.792	159.757
1839.000	168.066	166.504	161.558
1828.000	167.238	164.934	160.773
1834.000	167.782	157.080	160.733
1835.000	168.752	163.363	161.653
1836.000	168.409	164.934	161.328
1835.000	167.782	157.080	160.733
1838.000	168.752	163.363	161.653
1838.000	168.024	158.650	160.963
1840.000	168.024	158.650	160.963
1833.000	166.953	155.509	159.948
1832.000	167.539	155.509	160.503
1834.000	169.095	161.792	161.979
1835.000	168.610	158.650	161.519
1834.000	168.368	157.080	161.289
1830.000	168.024	158.650	160.963
1838.000	168.652	166.504	162.113
1833.000	167.782	157.080	160.733
1828.000	168.167	163.363	160.543
1838.000	168.510	161.792	161.423
1832.000	167.681	160.221	160.638
1831.000	167.823	164.934	160.773
1829.000	166.995	163.363	159.432
1831.000	166.995	163.363	160.543
1838.000	168.853	160.221	161.749
1836.000	168.752	163.363	161.653
1831.000	168.167	163.363	161.098
1833.000	168.024	158.650	160.963
1832.000	168.167	163.363	161.098
1833.000	168.167	163.363	161.098
1829.000	167.439	158.650	160.408
1832.000	167.681	160.221	160.638
1839.000	166.953	155.509	159.948
1836.000	167.539	155.509	160.503
1833.000	168.024	158.650	160.963
1838.000	168.368	157.080	161.289
1836.000	168.995	164.934	161.883
1833.000	167.238	164.934	160.773
1833.000	168.167	163.363	160.543
1832.000	168.409	164.934	161.328
1835.000	169.681	161.792	162.534
1834.000	167.238	164.934	160.773
1833.000	168.610	158.650	161.519
1836.000	167.480	166.504	161.003
1835.000	167.924	161.792	160.868
1840.000	168.167	163.363	161.098
1837.000	168.066	166.504	161.003
1836.000	168.752	163.363	161.653
1833.000	168.510	161.792	161.423
1835.000	167.823	164.934	160.773
1835.000	167.823	164.934	160.773
1831.000	168.853	160.221	161.749
1837.000	167.823	164.934	160.773
1832.000	168.024	158.650	160.963
1835.000	169.095	161.792	161.979
1835.000	169.823	166.504	162.669
1836.000	169.681	161.792	162.534
1836.000	168.409	164.934	161.328
1839.000	168.125	155.509	161.058
1835.000	168.167	163.363	161.098
1837.000	169.238	166.504	162.113
1838.000	168.368	157.080	161.289
1832.000	168.267	160.221	161.193
1836.000	168.610	158.650	161.519
1834.000	168.024	158.650	160.963
1830.000	167.924	161.792	160.868
1839.000	168.610	158.650	161.519
1836.000	168.368	157.080	160.733
1835.000	168.409	164.934	161.328
1834.000	168.066	166.504	161.558
1831.000	168.853	160.221	161.749
1835.000	168.066	166.504	161.558
1832.000	168.610	158.650	160.963
1835.000	167.238	164.934	160.773
1835.000	168.652	166.504	161.558
1836.000	167.539	155.509	160.503
1830.000	167.823	164.934	160.217
1836.000	167.782	157.080	160.733
1830.000	166.953	155.509	159.948
1833.000	167.924	161.792	160.868
1834.000	169.095	161.792	161.979
1839.000	168.853	160.221	161.749
1835.000	168.167	163.363	161.098
1835.000	168.125	155.509	161.058
1831.000	167.238	164.934	160.773
1834.000	168.024	158.650	160.408
1838.000	168.409	164.934	161.883
1839.000	167.539	155.509	160.503
1835.000	168.409	164.934	161.328
1839.000	167.823	164.934	160.217
1825.000	166.995	163.363	160.543
1835.000	168.953	157.080	161.844
1838.000	168.368	157.080	161.289
1838.000	167.581	163.363	160.543
1835.000	166.652	164.934	160.217
1841.000	167.539	155.509	160.503
1833.000	168.409	164.934	161.328
1836.000	168.024	158.650	160.963
1834.000	168.368	157.080	161.289
1830.000	168.024	158.650	160.963
1832.000	167.581	163.363	160.543
1833.000	168.024	158.650	160.963
1836.000	169.823	166.504	162.113
1838.000	168.995	164.934	161.883
1835.000	169.095	161.792	161.979
1826.000	167.782	157.080	160.733
1838.000	168.953	157.080	161.844
1841.000	168.853	160.221	161.749
1836.000	168.953	157.080	161.844
1836.000	167.238	164.934	160.217
1831.000	168.510	161.792	161.423
1832.000	168.066	166.504	161.003
1839.000	167.782	157.080	160.733
1829.000	168.652	166.504	162.113
1833.000	167.681	160.221	160.638
1839.000	169.196	158.650	162.074
1836.000	167.238	164.934	160.217
1833.000	168.368	157.080	161.289
1838.000	169.681	161.792	162.534
1831.000	167.539	155.509	160.503
1831.000	168.510	161.792	161.423
1836.000	167.539	155.509	160.503
1840.000	168.368	157.080	161.289
1837.000	169.439	160.221	162.304
1836.000	166.953	155.509	159.948
1834.000	168.510	161.792	161.423
1835.000	168.409	164.934	161.328
1831.000	167.581	163.363	160.543
1835.000	168.752	163.363	161.653
1839.000	167.823	164.934	160.773
1838.000	168.167	163.363	161.098
1838.000	168.409	164.934	161.328
1837.000	168.267	160.221	161.193
1834.000	168.610	158.650	161.519
1836.000	168.409	164.934	161.328
1833.000	168.752	163.363	161.653
1841.000	168.610	158.650	161.519
1828.000	168.024	158.650	160.963
1835.000	168.024	158.650	160.963
1835.000	168.510	161.792	161.423
1834.000	168.167	163.363	161.098
1834.000	169.095	161.792	161.979
1840.000	168.652	166.504	161.558
1829.000	167.823	164.934	160.773
1838.000	169.924	163.363	162.764
1836.000	167.782	157.080	160.733
1831.000	166.995	163.363	159.987
1836.000	168.953	157.080	161.844
1837.000	169.924	163.363	162.764
1839.000	168.409	164.934	161.328
1835.000	168.995	164.934	161.883
1841.000	169.782	158.650	162.629
1840.000	168.652	166.504	161.558
1837.000	169.095	161.792	161.979
1839.000	168.610	158.650	160.963
1834.000	168.024	158.650	160.963
1842.000	168.167	163.363	161.098
1836.000	169.095	161.792	161.979
1831.000	168.267	160.221	161.193
1834.000	168.368	157.080	161.289
1836.000	168.510	161.792	161.423
1836.000	168.853	160.221	161.749
1835.000	167.782	157.080	160.733
1833.000	168.368	157.080	161.289
1830.000	168.024	158.650	160.963
1833.000	168.066	166.504	160.447
1838.000	170.024	160.221	162.304
1836.000	166.652	164.934	160.217
1837.000	167.924	161.792	160.868
1830.000	167.539	155.509	160.503
1832.000	168.167	163.363	161.098
1830.000	168.368	157.080	161.289
1840.000	169.681	161.792	162.534
1840.000	169.095	161.792	161.979
1836.000	168.853	160.221	161.193
1839.000	168.853	160.221	161.749
1835.000	168.853	160.221	161.749
1833.000	169.095	161.792	161.979
1837.000	169.196	158.650	162.074
1826.000	167.782	157.080	160.733
1836.000	168.167	163.363	161.653
1838.000	168.610	158.650	161.519
1833.000	168.267	160.221	161.193
1831.000	166.409	163.363	159.432
1833.000	169.238	166.504	162.113
1841.000	169.196	158.650	162.074
1841.000	168.368	157.080	161.289
1833.000	167.823	164.934	160.773
1831.000	169.196	158.650	162.074
1835.000	167.782	157.080	160.733
1833.000	168.368	157.080	161.289
1835.000	168.409	164.934	161.328
1835.000	167.539	155.509	160.503
1832.000	168.167	163.363	161.098
1831.000	167.782	157.080	160.733
1838.000	167.823	164.934	160.773
1834.000	167.196	157.080	160.178
1833.000	168.066	166.504	161.558
1839.000	168.610	158.650	161.519
1840.000	167.238	164.934	160.217
1833.000	168.510	161.792	161.423
1833.000	167.539	155.509	160.503
1835.000	168.409	164.934	161.328
1835.000	168.510	161.792	161.423
1834.000	168.409	164.934	161.328
1833.000	168.409	164.934	161.883
1838.000	168.610	158.650	161.519
1829.000	168.409	164.934	161.328
1830.000	166.953	155.509	159.948
1834.000	167.823	164.934	161.328
1834.000	166.995	163.363	159.987
1837.000	168.752	163.363	161.653
1832.000	169.439	160.221	162.304
1838.000	169.238	166.504	162.113
1836.000	168.267	160.221	161.193
1837.000	167.823	164.934	160.773
1832.000	168.167	163.363	161.098
1830.000	167.196	157.080	160.178
1839.000	168.752	163.363	161.653
1831.000	167.539	155.509	160.503
1834.000	167.924	161.792	160.868
1839.000	169.238	166.504	162.113
1839.000	168.167	163.363	161.098
1835.000	168.024	158.650	160.963
1837.000	169.924	163.363	162.764
1831.000	167.681	160.221	160.638
1836.000	168.368	157.080	161.289
1833.000	167.681	160.221	160.638
1840.000	168.267	160.221	161.193
1834.000	168.610	158.650	161.519
1831.000	168.409	164.934	161.328
1844.000	168.610	158.650	161.519
1834.000	168.610	158.650	161.519
1833.000	168.167	163.363	161.098
1837.000	168.409	164.934	161.328
1837.000	168.752	163.363	161.653
1835.000	169.338	163.363	162.209
1832.000	169.338	163.363	162.209
1836.000	167.238	164.934	160.773
1840.000	168.995	164.934	161.328
1832.000	168.510	161.792	160.868
1839.000	168.752	163.363	161.653
1837.000	167.782	157.080	160.733
1834.000	168.167	163.363	161.098
1838.000	168.409	164.934	161.328
1832.000	168.368	157.080	161.289
1838.000	168.024	158.650	160.963
1834.000	170.409	166.504	163.224
1833.000	167.439	158.650	160.408
1836.000	168.953	157.080	161.289
1838.000	167.238	164.934	160.773
1834.000	167.539	155.509	160.503
1835.000	168.409	164.934	161.328
1834.000	168.267	160.221	161.193
1830.000	168.409	164.934	161.328
1838.000	167.823	164.934	160.773
