Area	ImageJ	Crofton2	Crofton4
1722.000	198.309	191.637	189.674
1729.000	198.652	190.066	190.000
1728.000	199.238	190.066	190.555
1721.000	198.409	188.496	189.214
1723.000	198.894	191.637	190.230
1725.000	198.752	186.925	190.095
1725.000	198.995	188.496	190.325
1719.000	198.510	185.354	189.310
1727.000	198.752	186.925	190.095
1726.000	199.338	186.925	190.095
1721.000	198.752	186.925	189.540
1722.000	198.167	186.925	190.095
1715.000	199.924	186.925	190.095
1727.000	197.823	188.496	189.214
1729.000	198.167	186.925	189.540
1725.000	199.480	191.637	190.785
1713.000	197.338	185.354	187.644
1718.000	199.380	194.779	190.690
1722.000	200.551	194.779	191.245
1723.000	198.551	193.208	190.460
1724.000	199.723	193.208	189.905
1716.000	198.752	186.925	189.540
1721.000	198.309	191.637	189.119
1722.000	198.794	194.779	190.135
1727.000	199.723	193.208	191.015
1723.000	197.823	188.496	189.214
1725.000	200.551	194.779	190.690
1723.000	197.966	193.208	189.349
1727.000	199.723	193.208	191.015
1724.000	200.894	193.208	192.126
1726.000	200.066	191.637	191.341
1728.000	200.167	188.496	190.880
1728.000	200.066	191.637	191.341
1724.000	200.167	188.496	190.880
1718.000	199.480	191.637	190.785
1726.000	200.794	196.350	191.475
1718.000	197.338	185.354	188.199
1723.000	200.309	193.208	191.571
1729.000	199.338	186.925	190.095
1728.000	200.167	188.496	190.880
1721.000	196.167	185.354	187.644
1720.000	198.995	188.496	190.325
1719.000	198.309	191.637	188.564
1717.000	197.723	191.637	189.119
1725.000	199.380	194.779	190.690
1723.000	198.652	190.066	190.000
1723.000	199.338	186.925	189.540
1726.000	200.309	193.208	191.015
1727.000	199.137	193.208	190.460
1723.000	200.409	190.066	191.111
1728.000	197.723	191.637	189.119
1723.000	199.137	193.208	189.905
1723.000	199.581	188.496	190.325
1728.000	198.752	186.925	190.095
1719.000	198.309	191.637	189.119
1723.000	198.894	191.637	189.674
1720.000	198.652	190.066	190.000
1727.000	197.723	191.637	189.674
1725.000	199.380	194.779	190.690
1721.000	199.823	190.066	191.111
1725.000	198.752	186.925	190.650
1720.000	197.924	185.354	188.754
1723.000	199.581	188.496	190.325
1725.000	199.823	190.066	191.111
1722.000	199.723	193.208	190.460
1721.000	199.480	191.637	190.785
1724.000	198.752	186.925	190.650
