BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
3.68322 0.125188 0.0599667 -2.26956 -0.205119
4.61255 1.15741 0.94102 -1.94362 0.120817
4.22761 1.15741 0.576076 -1.41069 0.65375
5.15693 2.18962 1.45713 -1.44354 0.620894
4.06816 0.125188 0.424911 -2.0251 0.0393331
3.13884 -0.907031 -0.456143 -1.75305 0.311385
5.15693 2.18962 1.45713 -1.44354 0.620894
3.68322 0.125188 0.0599667 -2.56855 -0.504114
4.4531 0.125188 0.789855 -2.01985 0.0445902
2.20952 -1.93925 -1.3372 -2.19859 -0.134149
4.61255 1.15741 0.94102 -1.82402 0.240415
2.20952 -1.93925 -1.3372 -2.25839 -0.193948
4.22761 1.15741 0.576076 -1.94888 0.11556
3.84267 1.15741 0.211132 -1.83454 0.229901
4.99748 1.15741 1.30596 -1.69917 0.36527
3.84267 1.15741 0.211132 -1.29635 0.768091
3.13884 -0.907031 -0.456143 -1.75305 0.311385
4.06816 0.125188 0.424911 -1.54671 0.517724
4.22761 1.15741 0.576076 -2.06847 -0.00403751
4.06816 0.125188 0.424911 -2.3839 -0.31946
3.84267 1.15741 0.211132 -1.29635 0.768091
3.68322 0.125188 0.0599667 -1.67157 0.392869
4.99748 1.15741 1.30596 -1.75897 0.305471
4.99748 1.15741 1.30596 -1.57957 0.484868
4.06816 0.125188 0.424911 -2.0251 0.0393331
3.68322 0.125188 0.0599667 -2.62835 -0.563913
4.06816 0.125188 0.424911 -2.3241 -0.259661
3.68322 0.125188 0.0599667 -1.97056 0.093875
2.20952 -1.93925 -1.3372 -2.25839 -0.193948
2.20952 -1.93925 -1.3372 -2.37798 -0.313546
2.97939 -1.93925 -0.607307 -2.00868 0.0557614
3.68322 0.125188 0.0599667 -1.97056 0.093875
4.22761 1.15741 0.576076 -1.35089 0.713549
2.20952 -1.93925 -1.3372 -2.43778 -0.373345
3.13884 -0.907031 -0.456143 -2.11184 -0.0474081
2.91335 0.125188 -0.669922 -1.38309 0.68135
2.91335 0.125188 -0.669922 -1.86148 0.202959
2.36896 -0.907031 -1.18603 -2.06256 0.00187667
3.13884 -0.907031 -0.456143 -1.81285 0.251586
2.20952 -1.93925 -1.3372 -2.13879 -0.0743505
4.61255 1.15741 0.94102 -1.40543 0.659007
